node,unw_in_deg,unw_out_deg,unw_betweenness,unw_closeness,unw_pagerank,trx_in_deg,trx_out_deg,trx_betweenness,trx_closeness,trx_pagerank,amt_in_deg,amt_out_deg,amt_betweenness,amt_closeness,amt_pagerank
N6727|B11,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.0001653315329113924,0.0,0.0,0.0
N2097|B1,0.018518518518518517,0.011764705882352941,0.001589825119236884,0.018813775510204078,0.02043612621085187,0.0056179775280898875,0.00510204081632653,0.001589825119236884,0.011902737285390347,0.020012307892457355,0.0001653315329113924,0.0001249941079401611,0.001589825119236884,0.0001653315329113924,0.019661551290380695
N2098|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.0068120420702839565,0.011235955056179775,0.0,0.0,0.023805474570780694,0.005717802254987813,0.00019550057928653626,0.0,0.0,0.00019550057928653626,0.003071569398457659
N2099|B17,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.00031645569620253165,0.0,0.0,0.0
N2099|B1,0.05555555555555555,0.011764705882352941,0.004769475357710652,0.05644132653061225,0.06130837863255561,0.0449438202247191,0.01020408163265306,0.004769475357710652,0.06765766456958724,0.06003692367737205,0.001806674338319908,0.0002761795166858458,0.004769475357710652,0.0012548869508160867,0.05898465387114209
N2099|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.015306122448979591,0.0,0.0,0.0,0.0,0.0011737629459148448,0.0,0.0,0.0
N6728|B11,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.00031645569620253165,0.0,0.0,0.0
N2100|B22,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.00023014959723820485,0.0,0.0,0.0
N2100|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.02043612621085187,0.0056179775280898875,0.0,0.0,0.011902737285390347,0.020012307892457355,0.00023014959723820485,0.0,0.0,0.0002301495972382048,0.019661551290380695
N2101|B30,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.00046703077353279636,0.0,0.0,0.0
N2101|B1,0.037037037037037035,0.0,0.0,0.037627551020408156,0.04087225242170373,0.011235955056179775,0.0,0.0,0.023805474570780694,0.0400246157849147,0.0004957994731875719,0.0,0.0,0.00010839759846392135,0.039323102580761396
N6729|B3,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,2.8768699654775606e-05,0.0,0.0,0.0
N378|B76,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.030612244897959183,0.0,0.0,0.0,0.0,0.0005798400621403912,0.0,0.0,0.0
N2102|B1,0.25925925925925924,0.011764705882352941,0.022257551669316377,0.2633928571428571,0.2861057669519262,0.4382022471910112,0.04081632653061224,0.022257551669316377,0.6794960702727694,0.2801723104944029,0.011891750287456848,0.009205983889528193,0.022257551669316377,0.003868265246139129,0.27526171806532973
N6730|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0017478882,0.0,0.0,0.0
N6731|B11,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.030612244897959183,0.0,0.0,0.0,0.0,0.0004413031990794016,0.0,0.0,0.0
N6732|B13,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0510204081632653,0.0,0.0,0.0,0.0,0.0014949467238204834,0.0,0.0,0.0
N6730|B30,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0011003555933256617,0.0,0.0,0.0
N6733|B43,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0014353601578826237,0.0,0.0,0.0
N6734|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0014528371373993096,0.0,0.0,0.0
N6735|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0005854706628308401,0.0,0.0,0.0
N6732|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0007394929120828539,0.0,0.0,0.0
N6736|B14,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.030612244897959183,0.0,0.0,0.0,0.0,0.0010234772368239355,0.0,0.0,0.0
N6737|B7,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.00033088625661680096,0.0,0.0,0.0
N6738|B30,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.000843703506329114,0.0,0.0,0.0
N6739|B3,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,6.484811967779057e-05,0.0,0.0,0.0
N6740|B7,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,5.134051944764097e-05,0.0,0.0,0.0
N2103|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,3.80897583429229e-05,0.0,0.0,0.0
N2103|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.02043612621085187,0.0056179775280898875,0.0,0.0,0.011902737285390347,0.020012307892457355,3.80897583429229e-05,0.0,0.0,3.80897583429229e-05,0.019661551290380695
N6741|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,5.178365937859609e-05,0.0,0.0,0.0
