source,target,amount_tx_idr,trx,type
N4203 (B1),N4203 (B20),3695000000.0,4,OUTGOING
N2646 (B1),N2646 (B23),2000000000.0,1,OUTGOING
N131 (B1),N131 (B50),150000000000.0,2,OUTGOING
N131 (B1),N131 (B4),467000000000.0,2,OUTGOING
N2021 (B1),N8530 (B4),13105675000.0,1,OUTGOING
N4204 (B1),N4204 (B4),800000000.0,1,OUTGOING
N4205 (B1),N3998 (B4),897780000.0,1,OUTGOING
N4206 (B1),N4206 (B7),500000000.0,1,OUTGOING
N4206 (B1),N8531 (B3),585180800.0,1,OUTGOING
N2162 (B1),N2162 (B4),5985545000.0,2,OUTGOING
N180 (B1),N377 (B11),6030000000.0,3,OUTGOING
N4207 (B1),N4207 (B3),2500000000.0,1,OUTGOING
N4208 (B1),N8532 (B4),4800000000.0,1,OUTGOING
N4209 (B1),N8533 (B4),2107000000.0,1,OUTGOING
N3553 (B1),N3553 (B104),417522048.7,15,OUTGOING
N3553 (B1),N3553 (B104),417522048.7,15,OUTGOING
N4210 (B1),N8534 (B4),386000000.0,1,OUTGOING
N4210 (B1),N8535 (B3),265000000.0,1,OUTGOING
N1122 (B1),N1122 (B4),8005000000.0,4,OUTGOING
N793 (B1),N793 (B22),1335000000.0,2,OUTGOING
N4211 (B1),N8536 (B4),150000000.0,1,OUTGOING
N4212 (B1),N713 (B105),500000000.0,1,OUTGOING
N4212 (B1),N713 (B4),1500000000.0,1,OUTGOING
N1748 (B1),N7976 (B109),10000000000.0,1,OUTGOING
N4213 (B1),N8537 (B20),25400000000.0,15,OUTGOING
N1715 (B1),N8538 (B4),1000000000.0,1,OUTGOING
N884 (B1),N5900 (B3),3880208710.0,2,OUTGOING
N884 (B1),N8539 (B50),262000000000.0,9,OUTGOING
N884 (B1),N8540 (B6),37479600000.0,1,OUTGOING
N884 (B1),N8541 (B3),1731998646.0,1,OUTGOING
N2825 (B1),N8542 (B11),1361111124.0,1,OUTGOING
N2123 (B1),N8543 (B106),2996484985.0,4,OUTGOING
N4214 (B1),N4214 (B3),8500000000.0,1,OUTGOING
N4215 (B1),N8544 (B4),1830000000.0,1,OUTGOING
N3179 (B1),N8545 (B105),1000000000.0,1,OUTGOING
N4216 (B1),N8546 (B4),300000000.0,1,OUTGOING
N1502 (B1),N8547 (B28),220655370.0,1,OUTGOING
N1502 (B1),N8548 (B28),369760817.0,1,OUTGOING
N1502 (B1),N8072 (B14),550000000.0,1,OUTGOING
N4217 (B1),N4217 (B4),610000000.0,3,OUTGOING
N4218 (B1),N4218 (B22),500000000.0,1,OUTGOING
N4218 (B1),N4218 (B109),500000000.0,1,OUTGOING
N4219 (B1),N4219 (B28),4870000000.0,1,OUTGOING
N4220 (B1),N4220 (B3),1000000000.0,1,OUTGOING
N4220 (B1),N8549 (B3),500000000.0,1,OUTGOING
N2185 (B1),N2185 (B14),10000000000.0,1,OUTGOING
N1743 (B1),N8550 (B4),1098732500.0,1,OUTGOING
N1743 (B1),N8551 (B7),1137207645.0,1,OUTGOING
N1743 (B1),N8309 (B11),6422102529.0,4,OUTGOING
N1743 (B1),N8552 (B4),1538012338.0,1,OUTGOING
N1816 (B1),N1816 (B4),10000000000.0,1,OUTGOING
N1816 (B1),N1816 (B106),24000000000.0,1,OUTGOING
N2393 (B1),N6952 (B3),5054544371.0,1,OUTGOING
N2393 (B1),N6954 (B3),175165031.0,1,OUTGOING
N2393 (B1),N2394 (B9),111000000000.0,1,OUTGOING
N4221 (B1),N8553 (B22),2000000000.0,1,OUTGOING
N4221 (B1),N8554 (B4),1000000000.0,1,OUTGOING
N4222 (B1),N8555 (B10),1294615500.0,1,OUTGOING
N4223 (B1),N8556 (B3),292754608.0,1,OUTGOING
N4224 (B1),N8374 (B4),1259500000.0,2,OUTGOING
N2312 (B1),N4645 (B43),34377264320.0,14,OUTGOING
N2348 (B1),N6591 (B11),997304750.0,1,OUTGOING
N4225 (B1),N4317 (B4),1125405400.0,2,OUTGOING
N4226 (B1),N8557 (B4),131127500.0,1,OUTGOING
N4227 (B1),N8558 (B106),123200000.0,1,OUTGOING
N1226 (B1),N4645 (B43),9091912295.0,6,OUTGOING
N4228 (B1),N8559 (B3),4679985000.0,1,OUTGOING
N1226 (B1),N4645 (B43),9091912295.0,6,OUTGOING
N4229 (B1),N3030 (B12),147043824.0,1,OUTGOING
N4230 (B1),N8560 (B4),4901960784.0,1,OUTGOING
N4231 (B1),N8561 (B4),333427500.0,1,OUTGOING
N1226 (B1),N8374 (B4),2266484458.0,2,OUTGOING
N1554 (B1),N8374 (B4),22561390000.0,2,OUTGOING
N4232 (B1),N2156 (B3),148011316.0,1,OUTGOING
N1150 (B1),N8374 (B4),4144444760.0,19,OUTGOING
N1150 (B1),N8386 (B3),1484386830.0,7,OUTGOING
N2348 (B1),N8386 (B3),2503644750.0,1,OUTGOING
N4233 (B1),N8562 (B3),334191182.0,2,OUTGOING
N4234 (B1),N8563 (B106),238605082.0,1,OUTGOING
N954 (B1),N8374 (B4),38906579615.0,24,OUTGOING
N1248 (B1),N4645 (B43),10184459084.0,5,OUTGOING
N4235 (B1),N8564 (B106),358306189.0,1,OUTGOING
N4236 (B1),N8565 (B106),117633539.0,1,OUTGOING
N4237 (B1),N8566 (B3),271156440.0,2,OUTGOING
N2348 (B1),N8374 (B4),11364264450.0,4,OUTGOING
N4238 (B1),N8567 (B3),298130000.0,2,OUTGOING
N4239 (B1),N3045 (B105),231375591.0,2,OUTGOING
N4240 (B1),N8568 (B3),420224706.0,1,OUTGOING
N4241 (B1),N8569 (B4),404455000.0,3,OUTGOING
N4242 (B1),N8570 (B4),148991623.0,1,OUTGOING
N4243 (B1),N8571 (B105),115116579.0,1,OUTGOING
N4244 (B1),N8572 (B108),109943625.0,1,OUTGOING
N4245 (B1),N8573 (B3),124968278.0,1,OUTGOING
N4246 (B1),N8574 (B3),127335993.0,1,OUTGOING
N4247 (B1),N8575 (B11),229508571.0,1,OUTGOING
N4248 (B1),N8576 (B3),376200000.0,1,OUTGOING
N4249 (B1),N8577 (B24),19524000000.0,3,OUTGOING
N72 (B1),N8386 (B3),2214795362.0,2,OUTGOING
N2092 (B1),N8388 (B105),2793467899.0,1,OUTGOING
N978 (B1),N8374 (B4),6878379003.0,6,OUTGOING
N4250 (B1),N8578 (B105),200010000.0,2,OUTGOING
N4251 (B1),N8579 (B3),798600000.0,1,OUTGOING
N4252 (B1),N8580 (B21),450000000.0,1,OUTGOING
N4253 (B1),N4253 (B4),162851450.0,1,OUTGOING
N4254 (B1),N8581 (B8),22005742006.0,2,OUTGOING
N4252 (B1),N8582 (B21),113000000000.0,23,OUTGOING
N4255 (B1),N8583 (B11),164985000.0,1,OUTGOING
N4256 (B1),N8584 (B4),156685750.0,1,OUTGOING
N4257 (B1),N8585 (B105),109242000.0,1,OUTGOING
N4258 (B1),N8586 (B3),1302931596.0,1,OUTGOING
N4259 (B1),N8587 (B54),368485000.0,1,OUTGOING
N4251 (B1),N8588 (B3),798600000.0,1,OUTGOING
N4260 (B1),N8589 (B4),171340968.0,1,OUTGOING
N4261 (B1),N8590 (B4),476250000.0,4,OUTGOING
N4262 (B1),N8591 (B4),332656000.0,1,OUTGOING
N4263 (B1),N8592 (B3),138615000.0,1,OUTGOING
N1248 (B1),N8374 (B4),18477172993.0,4,OUTGOING
N4264 (B1),N8593 (B4),176612903.0,1,OUTGOING
N4265 (B1),N8555 (B10),808392000.0,1,OUTGOING
N4266 (B1),N3105 (B106),1119895000.0,7,OUTGOING
N4267 (B1),N8594 (B4),105266457.0,1,OUTGOING
N4268 (B1),N8595 (B12),981985000.0,1,OUTGOING
N4269 (B1),N8596 (B106),212160000.0,2,OUTGOING
N4261 (B1),N8597 (B4),142970000.0,1,OUTGOING
N4270 (B1),N8598 (B4),451667403.0,1,OUTGOING
N4271 (B1),N8599 (B4),461496000.0,1,OUTGOING
N4272 (B1),N8600 (B43),5000000000.0,1,OUTGOING
N4273 (B1),N8601 (B4),200000000.0,1,OUTGOING
N4274 (B1),N8602 (B11),315452056.0,1,OUTGOING
N4275 (B1),N8603 (B105),106320484.0,1,OUTGOING
N2348 (B1),N8604 (B38),417016600.0,1,OUTGOING
N4276 (B1),N8605 (B4),139985000.0,1,OUTGOING
N4277 (B1),N8606 (B105),105172097.0,1,OUTGOING
N4278 (B1),N4258 (B3),184454676.0,1,OUTGOING
N4279 (B1),N8607 (B4),194159757.0,1,OUTGOING
N4280 (B1),N8608 (B11),732382300.0,5,OUTGOING
N4281 (B1),N8609 (B106),406985000.0,1,OUTGOING
N4282 (B1),N8610 (B106),977470000.0,2,OUTGOING
N2145 (B1),N3824 (B30),1281130500.0,1,OUTGOING
N1554 (B1),N8611 (B16),9818370900.0,2,OUTGOING
N4283 (B1),N8612 (B3),321528408.0,1,OUTGOING
N4277 (B1),N8613 (B105),105157097.0,1,OUTGOING
N4252 (B1),N8614 (B21),3531950000.0,5,OUTGOING
N4284 (B1),N8615 (B12),199080000.0,1,OUTGOING
N4285 (B1),N8616 (B9),362010000.0,1,OUTGOING
N4259 (B1),N8617 (B105),465909728.0,1,OUTGOING
N4285 (B1),N1254 (B3),291607441.0,1,OUTGOING
N4286 (B1),N8618 (B106),640000000.0,1,OUTGOING
N4287 (B1),N8619 (B8),377166000.0,1,OUTGOING
N4288 (B1),N8620 (B4),2069404484.0,1,OUTGOING
N4262 (B1),N8621 (B4),462551800.0,1,OUTGOING
N4289 (B1),N8622 (B3),215902761.0,2,OUTGOING
N4290 (B1),N8623 (B22),294970000.0,2,OUTGOING
N4291 (B1),N8624 (B4),10000000000.0,1,OUTGOING
N4252 (B1),N8625 (B4),45967350000.0,10,OUTGOING
N4252 (B1),N8626 (B4),586078297.0,1,OUTGOING
N4292 (B1),N8627 (B4),157785000.0,1,OUTGOING
N4293 (B1),N8628 (B4),101419000.0,1,OUTGOING
N72 (B1),N8374 (B4),161702898.0,1,OUTGOING
N4294 (B1),N3341 (B4),160935000.0,1,OUTGOING
N4295 (B1),N8629 (B4),109745000.0,1,OUTGOING
N4296 (B1),N8630 (B20),164190000.0,1,OUTGOING
N4297 (B1),N8631 (B3),191470588.0,1,OUTGOING
N4297 (B1),N8632 (B4),203881830.0,1,OUTGOING
N4298 (B1),N8633 (B4),106329114.0,1,OUTGOING
N4299 (B1),N8634 (B3),283394956.0,2,OUTGOING
N4300 (B1),N4300 (B3),171974522.0,1,OUTGOING
N4264 (B1),N8635 (B4),155750000.0,1,OUTGOING
N4233 (B1),N8636 (B4),474973246.0,1,OUTGOING
N4301 (B1),N8637 (B4),228515854.0,1,OUTGOING
N4302 (B1),N8638 (B106),145616068.0,1,OUTGOING
N1248 (B1),N3630 (B7),4709195195.0,2,OUTGOING
N553 (B1),N8374 (B4),70118716360.0,2,OUTGOING
N268 (B1),N8374 (B4),91175716125.0,1,OUTGOING
N4303 (B1),N4645 (B43),1383666000.0,2,OUTGOING
N2486 (B1),N8639 (B11),990000000.0,1,OUTGOING
N2413 (B1),N2413 (B4),1750000000.0,3,OUTGOING
N51 (B1),N8224 (B106),1300000000.0,1,OUTGOING
N1975 (B1),N7783 (B16),1516941066.0,1,OUTGOING
N1975 (B1),N8640 (B10),1010376640.0,1,OUTGOING
N3193 (B1),N8641 (B4),340044940.0,1,OUTGOING
N3193 (B1),N8642 (B4),348989274.0,1,OUTGOING
N3193 (B1),N3193 (B106),1000000000.0,1,OUTGOING
N1590 (B1),N1590 (B3),154393846.0,1,OUTGOING
N1822 (B1),N1822 (B106),1850000000.0,1,OUTGOING
N1840 (B1),N117 (B11),2193610397.0,3,OUTGOING
N1840 (B1),N8643 (B4),827348109.0,1,OUTGOING
N4304 (B1),N8316 (B6),600000000.0,1,OUTGOING
N871 (B1),N8314 (B3),9600000000.0,1,OUTGOING
N4305 (B1),N4305 (B4),380000000.0,1,OUTGOING
N1149 (B1),N8644 (B105),1275000000.0,1,OUTGOING
N4306 (B1),N4306 (B4),15000000000.0,2,OUTGOING
N4307 (B1),N8645 (B4),120000000.0,1,OUTGOING
N4308 (B1),N4308 (B10),4000408356.0,1,OUTGOING
N672 (B1),N672 (B3),3000000000.0,2,OUTGOING
N4309 (B1),N4309 (B51),550000000.0,1,OUTGOING
N4310 (B1),N4310 (B11),5000000000.0,1,OUTGOING
N4311 (B1),N4311 (B7),1075875000.0,1,OUTGOING
N141 (B1),N7594 (B24),321102422.0,1,OUTGOING
N830 (B1),N8646 (B4),4311000000.0,1,OUTGOING
N1847 (B1),N7979 (B105),900000000.0,1,OUTGOING
N1847 (B1),N8224 (B106),2000000000.0,1,OUTGOING
N4312 (B1),N8647 (B4),278670119.0,1,OUTGOING
N4313 (B1),N4313 (B4),382000000.0,1,OUTGOING
N4314 (B1),N4314 (B14),16308000000.0,6,OUTGOING
N4315 (B1),N4315 (B104),5000000.0,1,OUTGOING
N1541 (B1),N1541 (B3),18670000000.0,8,OUTGOING
N2564 (B1),N2564 (B88),551000000.0,1,OUTGOING
N3715 (B1),N3715 (B3),5000000000.0,1,OUTGOING
N4316 (B1),N8648 (B22),2000000000.0,1,OUTGOING
N4317 (B1),N8649 (B8),1084234068.0,3,OUTGOING
N4318 (B1),N4318 (B3),200000000.0,1,OUTGOING
N4319 (B1),N8650 (B22),17000000000.0,2,OUTGOING
N4320 (B1),N8651 (B14),121000000.0,1,OUTGOING
N4320 (B1),N4320 (B105),268000000.0,1,OUTGOING
N4321 (B1),N4321 (B3),882583150.0,3,OUTGOING
N4321 (B1),N4321 (B3),882583150.0,3,OUTGOING
N4322 (B1),N8652 (B106),537500000.0,2,OUTGOING
N4303 (B1),N4303 (B43),30500000000.0,5,OUTGOING
N4303 (B1),N4303 (B4),3000000000.0,1,OUTGOING
N2632 (B1),N2632 (B4),500000000.0,1,OUTGOING
N4323 (B1),N4323 (B4),900000001.0,4,OUTGOING
N4324 (B1),N8653 (B109),320000000.0,1,OUTGOING
N4325 (B1),N4325 (B4),230000000.0,2,OUTGOING
N4326 (B1),N8654 (B106),4000000000.0,1,OUTGOING
N4326 (B1),N8654 (B106),4000000000.0,1,OUTGOING
N1902 (B1),N1902 (B4),4600000000.0,3,OUTGOING
N4327 (B1),N1541 (B3),110000000.0,1,OUTGOING
N2792 (B1),N8655 (B105),1500000000.0,3,OUTGOING
N1161 (B1),N8656 (B4),700400000.0,2,OUTGOING
N1161 (B1),N8657 (B11),305000000.0,2,OUTGOING
N1161 (B1),N8658 (B4),1400000000.0,6,OUTGOING
N1161 (B1),N8659 (B4),832281700.0,5,OUTGOING
N1161 (B1),N8660 (B4),2929300000.0,6,OUTGOING
N1161 (B1),N8661 (B4),392850000.0,2,OUTGOING
N1161 (B1),N8662 (B3),3292739000.0,16,OUTGOING
N1161 (B1),N8663 (B4),400000000.0,1,OUTGOING
N1161 (B1),N8664 (B4),190813000.0,1,OUTGOING
N1161 (B1),N4427 (B4),464000000.0,1,OUTGOING
N1161 (B1),N8665 (B105),103300000.0,1,OUTGOING
N1161 (B1),N8666 (B43),120000000.0,1,OUTGOING
N1161 (B1),N8667 (B4),400000000.0,2,OUTGOING
N1161 (B1),N8668 (B20),1876875000.0,11,OUTGOING
N1161 (B1),N8669 (B3),500000000.0,1,OUTGOING
N1161 (B1),N8670 (B4),499000000.0,1,OUTGOING
N1161 (B1),N8671 (B105),150000000.0,1,OUTGOING
N1161 (B1),N8672 (B4),307000000.0,3,OUTGOING
N1161 (B1),N1161 (B20),1500000000.0,5,OUTGOING
N1161 (B1),N8673 (B106),581034000.0,4,OUTGOING
N1161 (B1),N8674 (B4),150000000.0,1,OUTGOING
N1161 (B1),N8675 (B4),1850000000.0,6,OUTGOING
N1161 (B1),N8676 (B3),500000000.0,1,OUTGOING
N1161 (B1),N8673 (B20),104000000.0,1,OUTGOING
N1161 (B1),N8677 (B21),300000000.0,1,OUTGOING
N1161 (B1),N7391 (B4),2049000000.0,5,OUTGOING
N1161 (B1),N1161 (B11),1925000000.0,3,OUTGOING
N1161 (B1),N8678 (B4),14727786076.0,34,OUTGOING
N1161 (B1),N8679 (B4),413785600.0,2,OUTGOING
N1161 (B1),N8680 (B4),249469000.0,2,OUTGOING
N1161 (B1),N8681 (B4),150000000.0,1,OUTGOING
N1161 (B1),N8682 (B4),200000000.0,1,OUTGOING
N1161 (B1),N8683 (B106),500000000.0,1,OUTGOING
N1161 (B1),N8684 (B4),110000000.0,1,OUTGOING
N1161 (B1),N8685 (B4),600000000.0,1,OUTGOING
N1161 (B1),N8686 (B4),300000000.0,1,OUTGOING
N1161 (B1),N8687 (B3),405394000.0,1,OUTGOING
N1161 (B1),N5452 (B4),235690000.0,1,OUTGOING
N1161 (B1),N8688 (B4),174341800.0,1,OUTGOING
N1161 (B1),N8662 (B3),3292739000.0,16,OUTGOING
N1161 (B1),N8689 (B30),140000000.0,1,OUTGOING
N1161 (B1),N8690 (B109),4000000000.0,2,OUTGOING
N1161 (B1),N8660 (B4),2929300000.0,6,OUTGOING
N1161 (B1),N8691 (B4),125000000.0,1,OUTGOING
N1161 (B1),N8692 (B4),450000000.0,1,OUTGOING
N1161 (B1),N8693 (B4),150000000.0,1,OUTGOING
N1161 (B1),N2511 (B4),287349250.0,1,OUTGOING
N1161 (B1),N8694 (B4),880921508.0,2,OUTGOING
N1161 (B1),N1161 (B7),4000000000.0,1,OUTGOING
N1161 (B1),N8695 (B3),356000000.0,1,OUTGOING
N1161 (B1),N7242 (B3),202000000.0,2,OUTGOING
N1161 (B1),N8696 (B4),101000000.0,1,OUTGOING
N1161 (B1),N8697 (B4),200000000.0,1,OUTGOING
N1161 (B1),N7242 (B3),202000000.0,2,OUTGOING
N1161 (B1),N8698 (B109),150000000.0,1,OUTGOING
N1161 (B1),N8699 (B3),153206505.0,1,OUTGOING
N1161 (B1),N8661 (B105),1123700000.0,3,OUTGOING
N1161 (B1),N8700 (B76),150000000.0,1,OUTGOING
N1161 (B1),N8701 (B18),101000000.0,1,OUTGOING
N1161 (B1),N8668 (B7),572100000.0,4,OUTGOING
N1161 (B1),N8702 (B4),150000000.0,1,OUTGOING
N1161 (B1),N8678 (B3),2000000000.0,1,OUTGOING
N1161 (B1),N8703 (B4),200000000.0,1,OUTGOING
N1161 (B1),N8704 (B105),146397000.0,1,OUTGOING
N1161 (B1),N8705 (B3),134800000.0,1,OUTGOING
N1161 (B1),N8700 (B4),140517500.0,1,OUTGOING
N1161 (B1),N8706 (B3),500000000.0,1,OUTGOING
N1161 (B1),N8707 (B4),320000000.0,1,OUTGOING
N1161 (B1),N8708 (B4),300000000.0,1,OUTGOING
N1161 (B1),N8709 (B4),100318000.0,1,OUTGOING
N1161 (B1),N8701 (B4),401000000.0,2,OUTGOING
N1161 (B1),N8710 (B4),182642650.0,1,OUTGOING
N1161 (B1),N8711 (B4),1000000000.0,4,OUTGOING
N1161 (B1),N8712 (B3),1000000000.0,1,OUTGOING
N1161 (B1),N8713 (B4),135864000.0,1,OUTGOING
N1161 (B1),N8714 (B18),886481543.0,1,OUTGOING
N1161 (B1),N8715 (B4),150000000.0,1,OUTGOING
N1161 (B1),N8716 (B4),205536660.9,1,OUTGOING
N1161 (B1),N8717 (B21),300000000.0,1,OUTGOING
N1161 (B1),N8718 (B4),200000000.0,1,OUTGOING
N1161 (B1),N8719 (B4),289600000.0,1,OUTGOING
N1161 (B1),N8720 (B4),400000000.0,1,OUTGOING
N1161 (B1),N8721 (B4),260000000.0,1,OUTGOING
N1161 (B1),N8722 (B4),210000000.0,1,OUTGOING
N1161 (B1),N8723 (B4),232200000.0,1,OUTGOING
N1161 (B1),N8724 (B4),900000000.0,2,OUTGOING
N1161 (B1),N8725 (B14),300000000.0,1,OUTGOING
N1161 (B1),N8726 (B4),250000000.0,1,OUTGOING
N4328 (B1),N4328 (B4),1200000000.0,1,OUTGOING
N4328 (B1),N4328 (B106),4100000000.0,1,OUTGOING
N4329 (B1),N4329 (B4),600000000.0,1,OUTGOING
N177 (B1),N177 (B4),4750000000.0,5,OUTGOING
N177 (B1),N8727 (B106),563450223.0,1,OUTGOING
N177 (B1),N8728 (B3),1000000000.0,1,OUTGOING
N4330 (B1),N8729 (B3),1950000000.0,3,OUTGOING
N4330 (B1),N2890 (B28),700000000.0,1,OUTGOING
N1348 (B1),N8730 (B4),500000000.0,2,OUTGOING
N4331 (B1),N8731 (B3),2750000000.0,4,OUTGOING
N980 (B1),N980 (B4),330000000.0,1,OUTGOING
N2991 (B1),N8732 (B4),500000000.0,2,OUTGOING
N4332 (B1),N4332 (B74),5000000000.0,1,OUTGOING
N4333 (B1),N8733 (B105),1000000000.0,1,OUTGOING
N4334 (B1),N8734 (B7),491000000.0,1,OUTGOING
N4334 (B1),N8735 (B18),106000000.0,1,OUTGOING
N4335 (B1),N8736 (B4),128580256.0,1,OUTGOING
N4336 (B1),N8737 (B11),2500000000.0,1,OUTGOING
N4337 (B1),N8738 (B24),542135100.0,1,OUTGOING
N2184 (B1),N2184 (B18),58122207751.0,1,OUTGOING
N4338 (B1),N4338 (B4),1026681000.0,3,OUTGOING
N4339 (B1),N8739 (B4),199300000.0,1,OUTGOING
N4340 (B1),N8740 (B4),850000000.0,1,OUTGOING
N4340 (B1),N8741 (B4),850000000.0,1,OUTGOING
N4340 (B1),N8742 (B4),1000000000.0,1,OUTGOING
N4340 (B1),N8743 (B4),1029005000.0,1,OUTGOING
N4341 (B1),N4341 (B11),300000000.0,1,OUTGOING
N2569 (B1),N7983 (B110),36988378111.0,6,OUTGOING
N571 (B1),N8744 (B4),739687120.0,3,OUTGOING
N571 (B1),N571 (B3),1826589241.0,1,OUTGOING
N571 (B1),N571 (B53),400000000.0,1,OUTGOING
N571 (B1),N8745 (B11),599970000.0,1,OUTGOING
N2147 (B1),N2147 (B4),1500000000.0,2,OUTGOING
N4342 (B1),N8746 (B28),121492586.0,1,OUTGOING
N4111 (B1),N4111 (B13),19009803010.0,5,OUTGOING
N4343 (B1),N8747 (B4),150000000.0,1,OUTGOING
N4344 (B1),N4344 (B4),704000000.0,2,OUTGOING
N2544 (B1),N2544 (B20),5000000000.0,1,OUTGOING
N4345 (B1),N1499 (B22),1000000000.0,1,OUTGOING
N1098 (B1),N1098 (B70),23650000000.0,8,OUTGOING
N1098 (B1),N1098 (B8),11000000000.0,4,OUTGOING
N1098 (B1),N1098 (B3),3950000000.0,1,OUTGOING
N4346 (B1),N4346 (B30),1000000000.0,1,OUTGOING
N4347 (B1),N8748 (B4),300000000.0,1,OUTGOING
N4348 (B1),N8749 (B3),6500000000.0,1,OUTGOING
N4349 (B1),N4349 (B16),3000000000.0,1,OUTGOING
N2446 (B1),N8750 (B20),130000000.0,1,OUTGOING
N4350 (B1),N8751 (B3),1148106960.0,1,OUTGOING
N4351 (B1),N8752 (B4),3086850000.0,8,OUTGOING
N4352 (B1),N8753 (B14),750000000.0,2,OUTGOING
N53 (B1),N53 (B3),218201754.0,1,OUTGOING
N53 (B1),N53 (B4),4459286160.0,3,OUTGOING
N53 (B1),N8754 (B43),1233564005.0,1,OUTGOING
N53 (B1),N8755 (B10),902612821.0,1,OUTGOING
N53 (B1),N8756 (B3),252818250.0,1,OUTGOING
N53 (B1),N8757 (B4),199955000.0,1,OUTGOING
N53 (B1),N8758 (B4),157870099.0,1,OUTGOING
N53 (B1),N8759 (B4),124847627.0,1,OUTGOING
N53 (B1),N8760 (B115),181543110.0,1,OUTGOING
N53 (B1),N8761 (B16),127368420.0,1,OUTGOING
N53 (B1),N3525 (B14),600535131.0,1,OUTGOING
N53 (B1),N8762 (B106),357475000.0,1,OUTGOING
N53 (B1),N8763 (B106),100251808.0,1,OUTGOING
N53 (B1),N8764 (B43),167477720.0,1,OUTGOING
N53 (B1),N872 (B16),348390270.0,1,OUTGOING
N53 (B1),N8765 (B4),284529629.0,1,OUTGOING
N53 (B1),N8766 (B10),6219422940.0,1,OUTGOING
N2848 (B1),N8767 (B4),120000000.0,1,OUTGOING
N4353 (B1),N8768 (B28),1200000000.0,1,OUTGOING
N4353 (B1),N8768 (B28),1200000000.0,1,OUTGOING
N4354 (B1),N8769 (B105),500000000.0,1,OUTGOING
N4355 (B1),N4355 (B4),233107200.0,1,OUTGOING
N1990 (B1),N1990 (B106),7500000000.0,4,OUTGOING
N1990 (B1),N1990 (B21),500000000.0,1,OUTGOING
N2030 (B1),N2031 (B30),31400000000.0,13,OUTGOING
N2130 (B1),N2129 (B4),505000000.0,1,OUTGOING
N4356 (B1),N4356 (B3),180000000.0,1,OUTGOING
N2174 (B1),N8770 (B122),3500000000.0,1,OUTGOING
N1887 (B1),N6564 (B106),3000000000.0,1,OUTGOING
N1887 (B1),N8771 (B3),800032500.0,1,OUTGOING
N1887 (B1),N8399 (B3),838216500.0,2,OUTGOING
N1887 (B1),N6563 (B106),546475200.0,1,OUTGOING
N1887 (B1),N8772 (B4),110010000.0,1,OUTGOING
N4357 (B1),N4357 (B4),1400000000.0,1,OUTGOING
N4358 (B1),N7605 (B105),528592500.0,2,OUTGOING
N4358 (B1),N8773 (B12),230880000.0,1,OUTGOING
N3163 (B1),N8774 (B4),1262320000.0,2,OUTGOING
N3163 (B1),N8775 (B3),300000000.0,1,OUTGOING
N1851 (B1),N6533 (B106),11500000000.0,1,OUTGOING
N4359 (B1),N4359 (B104),13500000.0,3,OUTGOING
N4360 (B1),N8776 (B72),570000000.0,1,OUTGOING
N4361 (B1),N1227 (B14),15000000000.0,7,OUTGOING
N4361 (B1),N1227 (B22),8900000000.0,4,OUTGOING
N4361 (B1),N1227 (B22),8900000000.0,4,OUTGOING
N4361 (B1),N1227 (B51),1300000000.0,2,OUTGOING
N4361 (B1),N1227 (B4),2000000000.0,2,OUTGOING
N4361 (B1),N1227 (B43),3500000000.0,2,OUTGOING
N4361 (B1),N8777 (B4),386625705.0,1,OUTGOING
N4361 (B1),N8778 (B4),386625705.0,1,OUTGOING
N4362 (B1),N4362 (B3),1000000000.0,1,OUTGOING
N2809 (B1),N8779 (B67),220000000.0,1,OUTGOING
N2809 (B1),N8780 (B3),650000000.0,1,OUTGOING
N4363 (B1),N8781 (B67),500000000.0,1,OUTGOING
N2809 (B1),N8782 (B3),507947000.0,1,OUTGOING
N2000 (B1),N8501 (B3),1191516449.0,1,OUTGOING
N4364 (B1),N4364 (B104),1071000000.0,7,OUTGOING
N4364 (B1),N8783 (B104),1040099010.0,1,OUTGOING
N4364 (B1),N8784 (B104),990099009.9,1,OUTGOING
N1649 (B1),N1649 (B105),22500000000.0,7,OUTGOING
N1812 (B1),N1812 (B4),1158235352.0,1,OUTGOING
N4365 (B1),N2231 (B4),500000000.0,1,OUTGOING
N4366 (B1),N4366 (B18),200000000.0,1,OUTGOING
N1547 (B1),N1547 (B7),9173493912.0,3,OUTGOING
N1547 (B1),N1547 (B7),9173493912.0,3,OUTGOING
N4367 (B1),N8785 (B3),1085500000.0,4,OUTGOING
N2562 (B1),N2562 (B3),32750000000.0,18,OUTGOING
N4368 (B1),N8786 (B4),694640000.0,2,OUTGOING
N4369 (B1),N4369 (B3),3400000000.0,2,OUTGOING
N1483 (B1),N8787 (B9),1130995000.0,1,OUTGOING
N4370 (B1),N8788 (B43),1007500000.0,2,OUTGOING
N4370 (B1),N8789 (B4),288000000.0,1,OUTGOING
N4370 (B1),N8790 (B4),418400000.0,1,OUTGOING
N4370 (B1),N8791 (B109),143600000.0,1,OUTGOING
N4370 (B1),N8791 (B4),276400001.0,2,OUTGOING
N4370 (B1),N8393 (B4),105100000.0,1,OUTGOING
N4371 (B1),N5815 (B111),3628760850.0,3,OUTGOING
N4371 (B1),N8792 (B3),1314428640.0,2,OUTGOING
N4371 (B1),N4371 (B3),5000000000.0,3,OUTGOING
N2865 (B1),N8793 (B52),20000000000.0,4,OUTGOING
N4372 (B1),N8794 (B105),3381892500.0,1,OUTGOING
