entity,in_degree,out_degree,total_degree
N6951 (B3),0.0,1.0,1.0
N6952 (B3),1.0,1.0,2.0
N6953 (B100),0.0,1.0,1.0
N6953 (B39),0.0,1.0,1.0
N6954 (B9),0.0,1.0,1.0
N6955 (B4),0.0,1.0,1.0
N6956 (B3),0.0,1.0,1.0
N6957 (B3),0.0,1.0,1.0
N2398 (B4),0.0,1.0,1.0
N6958 (B71),0.0,1.0,1.0
N2400 (B71),0.0,1.0,1.0
N6959 (B58),0.0,1.0,1.0
N2401 (B30),0.0,1.0,1.0
N6960 (B3),0.0,1.0,1.0
N6961 (B29),0.0,1.0,1.0
N6962 (B5),0.0,1.0,1.0
N6963 (B5),0.0,1.0,1.0
N6961 (B3),0.0,1.0,1.0
N1539 (B3),0.0,1.0,1.0
N6964 (B3),0.0,1.0,1.0
N6965 (B3),0.0,1.0,1.0
N2407 (B4),0.0,1.0,1.0
N6966 (B7),0.0,1.0,1.0
N6967 (B4),0.0,1.0,1.0
N6968 (B4),0.0,1.0,1.0
N6969 (B4),0.0,1.0,1.0
N2538 (B30),0.0,2.0,2.0
N767 (B11),1.0,1.0,2.0
N2414 (B4),0.0,1.0,1.0
N2415 (B3),0.0,1.0,1.0
N2416 (B30),0.0,1.0,1.0
N2417 (B3),0.0,1.0,1.0
N2418 (B3),0.0,1.0,1.0
N2420 (B17),0.0,1.0,1.0
N2420 (B43),0.0,1.0,1.0
N6970 (B3),0.0,1.0,1.0
N6970 (B30),0.0,1.0,1.0
N6971 (B4),0.0,1.0,1.0
N6972 (B17),0.0,1.0,1.0
N6973 (B4),0.0,1.0,1.0
N6974 (B16),0.0,3.0,3.0
N6975 (B4),0.0,1.0,1.0
N2427 (B11),0.0,1.0,1.0
N6976 (B34),0.0,1.0,1.0
N6977 (B4),0.0,1.0,1.0
N6978 (B4),0.0,1.0,1.0
N2433 (B3),0.0,1.0,1.0
N6979 (B41),0.0,1.0,1.0
N6980 (B71),1.0,1.0,2.0
N2436 (B4),1.0,2.0,3.0
N6981 (B3),0.0,1.0,1.0
N6982 (B3),0.0,1.0,1.0
N6983 (B12),0.0,1.0,1.0
N6984 (B4),0.0,1.0,1.0
N6985 (B3),0.0,1.0,1.0
N6986 (B3),0.0,1.0,1.0
N2442 (B4),0.0,1.0,1.0
N6987 (B4),0.0,1.0,1.0
N2444 (B33),0.0,1.0,1.0
N6988 (B3),0.0,1.0,1.0
N6989 (B5),0.0,1.0,1.0
N6990 (B4),0.0,1.0,1.0
N6989 (B4),0.0,1.0,1.0
N6990 (B14),0.0,1.0,1.0
N6989 (B14),0.0,1.0,1.0
N6990 (B3),0.0,1.0,1.0
N6991 (B4),0.0,1.0,1.0
N6992 (B24),0.0,1.0,1.0
N2450 (B20),1.0,1.0,2.0
N2452 (B4),0.0,1.0,1.0
N2453 (B4),0.0,1.0,1.0
N6993 (B30),0.0,1.0,1.0
N2456 (B11),0.0,1.0,1.0
N6994 (B4),0.0,1.0,1.0
N2460 (B3),0.0,1.0,1.0
N6995 (B41),0.0,1.0,1.0
N6996 (B5),0.0,1.0,1.0
N2462 (B11),0.0,1.0,1.0
N6997 (B4),0.0,2.0,2.0
N6998 (B4),0.0,1.0,1.0
N6999 (B3),0.0,1.0,1.0
N7000 (B3),0.0,1.0,1.0
N7001 (B22),0.0,1.0,1.0
N7001 (B50),0.0,1.0,1.0
N2469 (B14),0.0,1.0,1.0
N7002 (B17),0.0,1.0,1.0
N7003 (B4),0.0,1.0,1.0
N7004 (B4),0.0,1.0,1.0
N2475 (B30),0.0,1.0,1.0
N2476 (B17),0.0,1.0,1.0
N7005 (B10),0.0,1.0,1.0
N7006 (B4),0.0,1.0,1.0
N2480 (B3),0.0,1.0,1.0
N7007 (B58),0.0,1.0,1.0
N2482 (B3),0.0,1.0,1.0
N7008 (B3),0.0,1.0,1.0
N2485 (B45),0.0,1.0,1.0
N2488 (B4),0.0,1.0,1.0
N2489 (B3),3.0,1.0,4.0
N2490 (B11),0.0,1.0,1.0
N2491 (B4),0.0,1.0,1.0
N2492 (B18),0.0,1.0,1.0
N7009 (B4),0.0,1.0,1.0
N2494 (B27),0.0,1.0,1.0
N7010 (B3),0.0,1.0,1.0
N7011 (B4),0.0,1.0,1.0
N7012 (B9),0.0,2.0,2.0
N7013 (B9),0.0,1.0,1.0
N2497 (B4),0.0,1.0,1.0
N2499 (B8),0.0,1.0,1.0
N7014 (B8),0.0,1.0,1.0
N2503 (B7),0.0,1.0,1.0
N7015 (B4),0.0,1.0,1.0
N2506 (B3),0.0,1.0,1.0
N2507 (B4),1.0,1.0,2.0
N2508 (B3),0.0,1.0,1.0
N2509 (B62),0.0,1.0,1.0
N2510 (B4),0.0,1.0,1.0
N2512 (B4),0.0,1.0,1.0
N7016 (B4),0.0,1.0,1.0
N7017 (B5),0.0,1.0,1.0
N2516 (B7),0.0,1.0,1.0
N2517 (B20),0.0,1.0,1.0
N2518 (B4),0.0,1.0,1.0
N2519 (B11),0.0,1.0,1.0
N7018 (B28),0.0,1.0,1.0
N4435 (B14),0.0,1.0,1.0
N7019 (B4),0.0,1.0,1.0
N7020 (B5),0.0,1.0,1.0
N995 (B10),1.0,1.0,2.0
N2523 (B17),0.0,1.0,1.0
N2523 (B3),0.0,1.0,1.0
N2524 (B41),0.0,1.0,1.0
N7021 (B43),0.0,1.0,1.0
N7022 (B16),0.0,1.0,1.0
N7023 (B22),0.0,1.0,1.0
N2531 (B4),0.0,1.0,1.0
N7024 (B14),0.0,1.0,1.0
N7025 (B3),0.0,1.0,1.0
N7026 (B3),0.0,1.0,1.0
N586 (B30),0.0,1.0,1.0
N7027 (B3),0.0,1.0,1.0
N7028 (B4),0.0,1.0,1.0
N7029 (B5),0.0,1.0,1.0
N7030 (B4),0.0,1.0,1.0
N2538 (B4),0.0,1.0,1.0
N7031 (B4),0.0,1.0,1.0
N7032 (B3),0.0,1.0,1.0
N2541 (B5),0.0,1.0,1.0
N7033 (B11),0.0,1.0,1.0
N7034 (B30),0.0,1.0,1.0
N4812 (B4),2.0,1.0,3.0
N7035 (B3),3.0,1.0,4.0
N7036 (B97),0.0,1.0,1.0
N7037 (B14),0.0,1.0,1.0
N7038 (B3),0.0,1.0,1.0
N7039 (B5),0.0,1.0,1.0
N7040 (B4),0.0,1.0,1.0
N7041 (B17),0.0,1.0,1.0
N4645 (B43),6.0,1.0,7.0
N7042 (B3),0.0,1.0,1.0
N7043 (B4),0.0,1.0,1.0
N7044 (B17),0.0,1.0,1.0
N7045 (B18),0.0,1.0,1.0
N2550 (B3),0.0,1.0,1.0
N7046 (B3),0.0,1.0,1.0
N7047 (B3),0.0,3.0,3.0
N2552 (B4),0.0,3.0,3.0
N7048 (B5),0.0,1.0,1.0
N7049 (B5),0.0,1.0,1.0
N7050 (B9),0.0,1.0,1.0
N2555 (B4),0.0,1.0,1.0
N7051 (B14),0.0,1.0,1.0
N2556 (B5),0.0,1.0,1.0
N7052 (B5),0.0,1.0,1.0
N2558 (B6),0.0,1.0,1.0
N7053 (B4),0.0,1.0,1.0
N2561 (B5),0.0,1.0,1.0
N7054 (B3),0.0,1.0,1.0
N7055 (B3),0.0,1.0,1.0
N7056 (B3),0.0,1.0,1.0
N4684 (B3),0.0,1.0,1.0
N7057 (B3),0.0,1.0,1.0
N7058 (B3),0.0,1.0,1.0
N7059 (B17),0.0,1.0,1.0
N2563 (B3),1.0,1.0,2.0
N7060 (B18),0.0,1.0,1.0
N2566 (B7),0.0,1.0,1.0
N7061 (B3),0.0,1.0,1.0
N2568 (B30),1.0,1.0,2.0
N7062 (B17),0.0,1.0,1.0
N2568 (B5),0.0,1.0,1.0
N2568 (B4),1.0,1.0,2.0
N2045 (B7),2.0,1.0,3.0
N2569 (B14),0.0,1.0,1.0
N7063 (B4),0.0,1.0,1.0
N7064 (B3),0.0,1.0,1.0
N7065 (B30),0.0,1.0,1.0
N7066 (B4),0.0,1.0,1.0
N7067 (B17),0.0,1.0,1.0
N7068 (B3),0.0,1.0,1.0
N7069 (B17),0.0,1.0,1.0
N7070 (B3),0.0,1.0,1.0
N7066 (B17),0.0,1.0,1.0
N4626 (B4),2.0,4.0,6.0
N7071 (B3),0.0,1.0,1.0
N7072 (B89),0.0,1.0,1.0
N7073 (B24),0.0,1.0,1.0
N2578 (B101),0.0,1.0,1.0
N7074 (B13),0.0,1.0,1.0
N2579 (B3),0.0,1.0,1.0
N7075 (B13),0.0,1.0,1.0
N2581 (B4),0.0,1.0,1.0
N7076 (B19),0.0,1.0,1.0
N7077 (B11),0.0,1.0,1.0
N2583 (B17),0.0,1.0,1.0
N7078 (B13),0.0,1.0,1.0
N2584 (B4),1.0,1.0,2.0
N7079 (B3),0.0,1.0,1.0
N2585 (B5),0.0,1.0,1.0
N7080 (B3),1.0,1.0,2.0
N2586 (B3),0.0,1.0,1.0
N7081 (B95),0.0,1.0,1.0
N7082 (B43),0.0,1.0,1.0
N7083 (B17),0.0,1.0,1.0
N7084 (B6),0.0,1.0,1.0
N7085 (B4),0.0,1.0,1.0
N2591 (B17),0.0,1.0,1.0
N2591 (B5),0.0,1.0,1.0
N2593 (B4),0.0,1.0,1.0
N2593 (B63),0.0,1.0,1.0
N7086 (B5),0.0,1.0,1.0
N2595 (B11),0.0,1.0,1.0
N2595 (B4),0.0,1.0,1.0
N7087 (B3),0.0,1.0,1.0
N7088 (B18),0.0,1.0,1.0
N7089 (B6),0.0,1.0,1.0
N7090 (B14),0.0,1.0,1.0
N7091 (B4),0.0,1.0,1.0
N2601 (B30),1.0,1.0,2.0
N2601 (B5),0.0,1.0,1.0
N7092 (B3),0.0,1.0,1.0
N7093 (B4),0.0,1.0,1.0
N2605 (B3),0.0,1.0,1.0
N7094 (B13),0.0,1.0,1.0
N7095 (B3),0.0,1.0,1.0
N7096 (B3),0.0,1.0,1.0
N7097 (B3),0.0,1.0,1.0
N7098 (B17),0.0,1.0,1.0
N7099 (B13),0.0,1.0,1.0
N7100 (B17),0.0,1.0,1.0
N7101 (B18),0.0,1.0,1.0
N2607 (B11),0.0,1.0,1.0
N2607 (B4),0.0,1.0,1.0
N2608 (B4),0.0,1.0,1.0
N7102 (B4),0.0,1.0,1.0
N7103 (B11),0.0,1.0,1.0
N7104 (B3),0.0,1.0,1.0
N7105 (B3),0.0,1.0,1.0
N2611 (B16),0.0,1.0,1.0
N2612 (B3),0.0,1.0,1.0
N7106 (B13),0.0,1.0,1.0
N2614 (B4),0.0,1.0,1.0
N7107 (B30),0.0,1.0,1.0
N7108 (B11),0.0,1.0,1.0
N7109 (B11),0.0,1.0,1.0
N7110 (B17),0.0,1.0,1.0
N7111 (B3),0.0,1.0,1.0
N7112 (B3),0.0,1.0,1.0
N7113 (B4),0.0,1.0,1.0
N7114 (B5),0.0,1.0,1.0
N7115 (B4),0.0,1.0,1.0
N7116 (B5),0.0,1.0,1.0
N7117 (B38),0.0,1.0,1.0
N7118 (B51),0.0,1.0,1.0
N7119 (B4),0.0,1.0,1.0
N7120 (B4),0.0,1.0,1.0
N7121 (B51),0.0,1.0,1.0
N7122 (B4),0.0,1.0,1.0
N7123 (B7),0.0,1.0,1.0
N7124 (B30),0.0,1.0,1.0
N7125 (B4),0.0,1.0,1.0
N7126 (B30),0.0,1.0,1.0
N7127 (B5),0.0,1.0,1.0
N6218 (B43),0.0,1.0,1.0
N7128 (B4),0.0,1.0,1.0
N2620 (B4),0.0,1.0,1.0
N7129 (B4),0.0,1.0,1.0
N7130 (B22),0.0,1.0,1.0
N7131 (B35),0.0,1.0,1.0
N7132 (B22),0.0,1.0,1.0
N7133 (B3),0.0,1.0,1.0
N2626 (B4),0.0,1.0,1.0
N7134 (B30),0.0,1.0,1.0
N2627 (B20),0.0,1.0,1.0
N7135 (B3),0.0,1.0,1.0
N7136 (B17),0.0,1.0,1.0
N2627 (B4),1.0,1.0,2.0
N7137 (B4),0.0,1.0,1.0
N2627 (B30),1.0,1.0,2.0
N2628 (B39),0.0,1.0,1.0
N2629 (B4),0.0,1.0,1.0
N2630 (B4),0.0,1.0,1.0
N2631 (B3),0.0,1.0,1.0
N2632 (B5),0.0,1.0,1.0
N2633 (B4),0.0,1.0,1.0
N7138 (B3),0.0,1.0,1.0
N2636 (B17),0.0,1.0,1.0
N7139 (B5),0.0,1.0,1.0
N7140 (B25),0.0,1.0,1.0
N2639 (B6),0.0,1.0,1.0
N7141 (B17),0.0,1.0,1.0
N7142 (B4),0.0,1.0,1.0
N7143 (B7),0.0,1.0,1.0
N2642 (B11),0.0,1.0,1.0
N7144 (B7),0.0,1.0,1.0
N7145 (B59),0.0,1.0,1.0
N7146 (B23),0.0,1.0,1.0
N2645 (B23),0.0,1.0,1.0
N7147 (B3),0.0,1.0,1.0
N7148 (B39),0.0,1.0,1.0
N7149 (B3),0.0,2.0,2.0
N2646 (B23),1.0,1.0,2.0
N7150 (B17),0.0,1.0,1.0
N7151 (B3),0.0,1.0,1.0
N7152 (B97),0.0,1.0,1.0
N7153 (B30),0.0,1.0,1.0
N7154 (B4),0.0,1.0,1.0
N7155 (B5),0.0,1.0,1.0
N7156 (B3),0.0,1.0,1.0
N7157 (B3),0.0,1.0,1.0
N7158 (B3),0.0,1.0,1.0
N2650 (B102),0.0,1.0,1.0
N2651 (B11),0.0,1.0,1.0
N7159 (B11),0.0,1.0,1.0
N7160 (B17),0.0,1.0,1.0
N2653 (B4),1.0,1.0,2.0
N2653 (B3),0.0,1.0,1.0
N2655 (B3),0.0,1.0,1.0
N2655 (B17),0.0,1.0,1.0
N7161 (B16),0.0,1.0,1.0
N2657 (B3),0.0,1.0,1.0
N7162 (B5),0.0,1.0,1.0
N2657 (B17),0.0,1.0,1.0
N6124 (B39),2.0,1.0,3.0
N7163 (B3),0.0,1.0,1.0
N2660 (B4),0.0,1.0,1.0
N987 (B8),0.0,1.0,1.0
N2662 (B4),0.0,1.0,1.0
N7164 (B3),0.0,1.0,1.0
N2664 (B4),0.0,1.0,1.0
N7165 (B52),0.0,2.0,2.0
N2665 (B84),0.0,1.0,1.0
N4207 (B3),1.0,1.0,2.0
N2667 (B3),0.0,1.0,1.0
N2669 (B43),0.0,1.0,1.0
N2669 (B4),0.0,1.0,1.0
N7166 (B4),0.0,2.0,2.0
N2670 (B51),1.0,1.0,2.0
N2670 (B5),0.0,1.0,1.0
N2670 (B21),1.0,1.0,2.0
N7167 (B21),0.0,1.0,1.0
N7168 (B3),0.0,1.0,1.0
N2675 (B5),0.0,1.0,1.0
N2677 (B22),0.0,1.0,1.0
N2677 (B10),0.0,1.0,1.0
N2678 (B4),0.0,1.0,1.0
N7169 (B17),0.0,1.0,1.0
N7170 (B17),0.0,1.0,1.0
N7171 (B4),0.0,1.0,1.0
N7172 (B15),0.0,1.0,1.0
N7173 (B58),0.0,1.0,1.0
N2683 (B4),0.0,1.0,1.0
N7174 (B11),0.0,1.0,1.0
N7175 (B4),0.0,1.0,1.0
N7175 (B7),0.0,1.0,1.0
N7176 (B4),0.0,1.0,1.0
N2687 (B30),0.0,1.0,1.0
N7177 (B10),0.0,1.0,1.0
N7178 (B4),0.0,1.0,1.0
N2690 (B4),0.0,1.0,1.0
N7179 (B4),0.0,2.0,2.0
N2693 (B29),0.0,1.0,1.0
N7180 (B22),0.0,1.0,1.0
N7181 (B4),0.0,1.0,1.0
N7182 (B103),0.0,1.0,1.0
N7183 (B4),0.0,1.0,1.0
N2700 (B100),0.0,2.0,2.0
N7184 (B3),0.0,1.0,1.0
N2702 (B4),0.0,1.0,1.0
N2703 (B3),0.0,1.0,1.0
N7185 (B17),0.0,1.0,1.0
N7186 (B17),0.0,1.0,1.0
N7187 (B4),0.0,1.0,1.0
N7188 (B12),0.0,1.0,1.0
N7189 (B12),0.0,1.0,1.0
N7190 (B5),0.0,1.0,1.0
N2706 (B4),0.0,1.0,1.0
N7191 (B54),0.0,1.0,1.0
N7192 (B12),0.0,1.0,1.0
N7193 (B62),0.0,1.0,1.0
N7194 (B62),0.0,1.0,1.0
N2709 (B4),0.0,1.0,1.0
N2712 (B73),0.0,1.0,1.0
N7195 (B3),0.0,1.0,1.0
N2135 (B4),2.0,1.0,3.0
N7196 (B47),0.0,1.0,1.0
N7197 (B14),0.0,1.0,1.0
N7198 (B3),0.0,1.0,1.0
N7199 (B4),0.0,1.0,1.0
N7200 (B11),0.0,1.0,1.0
N2718 (B9),0.0,1.0,1.0
N7201 (B4),0.0,1.0,1.0
N7202 (B4),0.0,1.0,1.0
N7202 (B20),0.0,1.0,1.0
N7203 (B4),0.0,1.0,1.0
N7204 (B3),0.0,1.0,1.0
N3006 (B9),0.0,1.0,1.0
N7205 (B3),0.0,1.0,1.0
N2726 (B4),0.0,1.0,1.0
N7206 (B3),0.0,1.0,1.0
N7207 (B3),0.0,1.0,1.0
N7208 (B3),0.0,1.0,1.0
N7209 (B4),0.0,1.0,1.0
N2729 (B71),0.0,1.0,1.0
N7210 (B3),0.0,1.0,1.0
N7211 (B80),0.0,1.0,1.0
N2732 (B3),0.0,1.0,1.0
N7212 (B4),0.0,1.0,1.0
N7213 (B4),0.0,1.0,1.0
N2735 (B7),0.0,1.0,1.0
N7214 (B17),0.0,2.0,2.0
N2736 (B4),1.0,1.0,2.0
N7215 (B4),1.0,1.0,2.0
N7216 (B4),0.0,1.0,1.0
N7217 (B3),0.0,1.0,1.0
N7218 (B4),0.0,1.0,1.0
N7219 (B4),0.0,1.0,1.0
N7220 (B4),0.0,1.0,1.0
N7221 (B4),0.0,1.0,1.0
N2741 (B67),0.0,1.0,1.0
N7222 (B3),0.0,1.0,1.0
N7222 (B17),0.0,1.0,1.0
N7223 (B4),0.0,2.0,2.0
N2466 (B7),0.0,1.0,1.0
N2466 (B17),0.0,1.0,1.0
N7224 (B4),0.0,1.0,1.0
N7225 (B4),0.0,1.0,1.0
N7226 (B4),0.0,1.0,1.0
N2748 (B17),0.0,1.0,1.0
N2749 (B80),0.0,1.0,1.0
N7227 (B4),0.0,1.0,1.0
N2751 (B12),0.0,1.0,1.0
N7228 (B8),0.0,1.0,1.0
N2753 (B4),0.0,1.0,1.0
N2754 (B11),0.0,1.0,1.0
N2754 (B17),0.0,1.0,1.0
N2755 (B11),0.0,1.0,1.0
N2756 (B4),0.0,1.0,1.0
N7229 (B4),0.0,1.0,1.0
N2757 (B11),0.0,1.0,1.0
N2758 (B28),0.0,1.0,1.0
N7230 (B72),0.0,1.0,1.0
N2760 (B34),0.0,1.0,1.0
N2761 (B5),0.0,1.0,1.0
N2762 (B4),0.0,2.0,2.0
N7231 (B3),0.0,1.0,1.0
N7232 (B4),0.0,1.0,1.0
N7233 (B8),0.0,1.0,1.0
N7234 (B3),0.0,1.0,1.0
N2767 (B4),0.0,1.0,1.0
N7235 (B3),0.0,1.0,1.0
N7236 (B4),0.0,2.0,2.0
N2771 (B17),0.0,1.0,1.0
N2772 (B15),0.0,1.0,1.0
N7237 (B4),0.0,1.0,1.0
N7238 (B12),0.0,1.0,1.0
N3886 (B14),1.0,5.0,6.0
N2775 (B9),0.0,1.0,1.0
N7239 (B4),0.0,1.0,1.0
N2777 (B3),0.0,1.0,1.0
N7240 (B4),0.0,1.0,1.0
N7241 (B4),0.0,1.0,1.0
N7242 (B3),2.0,2.0,4.0
N7243 (B4),0.0,2.0,2.0
N7244 (B3),0.0,1.0,1.0
N7245 (B4),0.0,2.0,2.0
N2785 (B4),0.0,1.0,1.0
N7246 (B3),0.0,2.0,2.0
N7247 (B4),0.0,1.0,1.0
N2789 (B4),0.0,1.0,1.0
N7248 (B4),0.0,1.0,1.0
N2791 (B4),0.0,1.0,1.0
N1116 (B97),0.0,1.0,1.0
N7249 (B6),0.0,1.0,1.0
N7250 (B4),0.0,1.0,1.0
N2795 (B4),1.0,1.0,2.0
N5006 (B17),0.0,4.0,4.0
N7251 (B15),0.0,1.0,1.0
N2811 (B28),0.0,2.0,2.0
N7252 (B4),0.0,1.0,1.0
N2803 (B4),0.0,1.0,1.0
N2804 (B28),0.0,1.0,1.0
N7253 (B41),0.0,1.0,1.0
N2806 (B62),0.0,1.0,1.0
N2807 (B17),0.0,1.0,1.0
N7254 (B4),0.0,1.0,1.0
N7255 (B12),0.0,1.0,1.0
N7256 (B5),0.0,1.0,1.0
N2813 (B30),0.0,1.0,1.0
N2816 (B4),0.0,1.0,1.0
N2817 (B30),0.0,1.0,1.0
N7257 (B17),0.0,3.0,3.0
N7258 (B4),0.0,1.0,1.0
N7259 (B4),0.0,1.0,1.0
N2820 (B20),0.0,1.0,1.0
N7260 (B11),0.0,1.0,1.0
N7261 (B3),0.0,1.0,1.0
N7262 (B4),0.0,1.0,1.0
N7263 (B30),0.0,1.0,1.0
N7264 (B25),0.0,2.0,2.0
N7265 (B25),0.0,1.0,1.0
N7266 (B4),0.0,2.0,2.0
N7267 (B15),0.0,1.0,1.0
N7268 (B97),0.0,1.0,1.0
N7269 (B75),0.0,1.0,1.0
N7270 (B72),0.0,1.0,1.0
N2834 (B4),0.0,1.0,1.0
N2835 (B4),0.0,1.0,1.0
N7271 (B17),0.0,1.0,1.0
N7272 (B4),0.0,1.0,1.0
N7273 (B4),0.0,2.0,2.0
N7274 (B3),0.0,1.0,1.0
N2839 (B18),0.0,1.0,1.0
N2840 (B11),0.0,1.0,1.0
N2841 (B4),0.0,1.0,1.0
N7275 (B4),0.0,1.0,1.0
N7276 (B4),0.0,1.0,1.0
N7277 (B7),0.0,1.0,1.0
N7278 (B3),0.0,2.0,2.0
N7279 (B3),0.0,1.0,1.0
N7280 (B3),0.0,2.0,2.0
N2852 (B11),0.0,1.0,1.0
N2852 (B14),0.0,2.0,2.0
N7281 (B20),0.0,1.0,1.0
N2853 (B22),0.0,1.0,1.0
N7282 (B8),0.0,1.0,1.0
N7283 (B28),0.0,1.0,1.0
N7284 (B43),0.0,1.0,1.0
N2904 (B4),0.0,1.0,1.0
N7285 (B3),0.0,1.0,1.0
N7286 (B3),0.0,1.0,1.0
N2859 (B12),0.0,1.0,1.0
N2860 (B43),0.0,1.0,1.0
N7287 (B3),0.0,1.0,1.0
N7288 (B16),0.0,3.0,3.0
N7289 (B5),0.0,1.0,1.0
N7290 (B4),0.0,1.0,1.0
N7291 (B43),0.0,1.0,1.0
N7292 (B4),0.0,1.0,1.0
N7293 (B3),0.0,1.0,1.0
N7294 (B11),0.0,1.0,1.0
N2869 (B4),0.0,1.0,1.0
N2870 (B4),0.0,1.0,1.0
N7295 (B4),1.0,1.0,2.0
N7296 (B4),0.0,2.0,2.0
N7297 (B85),0.0,1.0,1.0
N7298 (B30),0.0,1.0,1.0
N7299 (B6),0.0,1.0,1.0
N7300 (B5),0.0,1.0,1.0
N7301 (B5),0.0,1.0,1.0
N2877 (B3),0.0,1.0,1.0
N7302 (B3),0.0,1.0,1.0
N7303 (B5),0.0,1.0,1.0
N7304 (B4),0.0,1.0,1.0
N7304 (B3),0.0,1.0,1.0
N7305 (B5),0.0,1.0,1.0
N7306 (B4),0.0,1.0,1.0
N7307 (B3),0.0,1.0,1.0
N2886 (B4),0.0,1.0,1.0
N7308 (B5),0.0,1.0,1.0
N2888 (B25),0.0,1.0,1.0
N2891 (B11),0.0,2.0,2.0
N2893 (B4),0.0,1.0,1.0
N2893 (B72),0.0,1.0,1.0
N7309 (B11),0.0,1.0,1.0
N2896 (B3),0.0,1.0,1.0
N7310 (B35),0.0,1.0,1.0
N6279 (B17),0.0,1.0,1.0
N7311 (B3),0.0,1.0,1.0
N2953 (B4),1.0,2.0,3.0
N7312 (B3),0.0,1.0,1.0
N7313 (B14),0.0,1.0,1.0
N7314 (B4),0.0,1.0,1.0
N7315 (B4),0.0,1.0,1.0
N2903 (B51),0.0,1.0,1.0
N7316 (B4),0.0,1.0,1.0
N2905 (B4),0.0,1.0,1.0
N675 (B4),0.0,1.0,1.0
N2908 (B51),0.0,1.0,1.0
N7317 (B4),0.0,2.0,2.0
N7318 (B4),0.0,2.0,2.0
N2911 (B4),0.0,1.0,1.0
N2912 (B62),0.0,1.0,1.0
N684 (B74),0.0,1.0,1.0
N684 (B25),0.0,1.0,1.0
N684 (B18),0.0,1.0,1.0
N2913 (B5),0.0,1.0,1.0
N7319 (B3),0.0,1.0,1.0
N7320 (B4),0.0,2.0,2.0
N7321 (B17),0.0,1.0,1.0
N7322 (B30),0.0,1.0,1.0
N2919 (B30),0.0,1.0,1.0
N2920 (B12),0.0,1.0,1.0
N2925 (B17),0.0,1.0,1.0
N7323 (B14),0.0,2.0,2.0
N7324 (B8),0.0,1.0,1.0
N2929 (B4),0.0,1.0,1.0
N7325 (B20),0.0,2.0,2.0
N7326 (B7),0.0,1.0,1.0
N2933 (B4),0.0,1.0,1.0
N2934 (B3),0.0,1.0,1.0
N7327 (B4),0.0,1.0,1.0
N7328 (B3),0.0,1.0,1.0
N7329 (B58),0.0,1.0,1.0
N2939 (B4),0.0,1.0,1.0
N2940 (B15),0.0,1.0,1.0
N2940 (B4),0.0,1.0,1.0
N7330 (B17),0.0,2.0,2.0
N7331 (B3),0.0,1.0,1.0
N7332 (B4),0.0,1.0,1.0
N7333 (B4),0.0,1.0,1.0
N2945 (B4),0.0,1.0,1.0
N7334 (B3),0.0,1.0,1.0
N7335 (B4),0.0,1.0,1.0
N7336 (B3),0.0,1.0,1.0
N7337 (B4),0.0,2.0,2.0
N7338 (B4),0.0,1.0,1.0
N2951 (B25),0.0,1.0,1.0
N7339 (B4),0.0,1.0,1.0
N7340 (B5),0.0,1.0,1.0
N7341 (B14),0.0,1.0,1.0
N7342 (B62),0.0,1.0,1.0
N2956 (B43),0.0,1.0,1.0
N7343 (B4),0.0,1.0,1.0
N7344 (B17),0.0,1.0,1.0
N7345 (B4),0.0,1.0,1.0
N7346 (B30),0.0,1.0,1.0
N7347 (B7),0.0,1.0,1.0
N7348 (B4),0.0,1.0,1.0
N7349 (B4),0.0,1.0,1.0
N2967 (B4),0.0,1.0,1.0
N7350 (B4),0.0,1.0,1.0
N7351 (B4),1.0,1.0,2.0
N2970 (B17),0.0,1.0,1.0
N7352 (B4),0.0,1.0,1.0
N7353 (B3),0.0,1.0,1.0
N2973 (B41),0.0,1.0,1.0
N7354 (B28),0.0,1.0,1.0
N7355 (B4),0.0,1.0,1.0
N7356 (B4),0.0,1.0,1.0
N2977 (B17),0.0,1.0,1.0
N2978 (B11),0.0,1.0,1.0
N7357 (B50),0.0,1.0,1.0
N7358 (B4),0.0,1.0,1.0
N2981 (B9),0.0,1.0,1.0
N7359 (B9),0.0,1.0,1.0
N2982 (B3),0.0,1.0,1.0
N7360 (B3),0.0,1.0,1.0
N2985 (B3),0.0,1.0,1.0
N2986 (B4),0.0,1.0,1.0
N7361 (B17),0.0,1.0,1.0
N7362 (B3),0.0,1.0,1.0
N7363 (B8),0.0,1.0,1.0
N2988 (B28),0.0,1.0,1.0
N2989 (B3),0.0,1.0,1.0
N7364 (B17),0.0,1.0,1.0
N7365 (B28),0.0,1.0,1.0
N7366 (B4),0.0,1.0,1.0
N2993 (B14),0.0,1.0,1.0
N7367 (B45),0.0,1.0,1.0
N2995 (B11),0.0,1.0,1.0
N2997 (B3),0.0,1.0,1.0
N7368 (B11),0.0,1.0,1.0
N7369 (B3),0.0,1.0,1.0
N7370 (B7),0.0,1.0,1.0
N3001 (B73),0.0,1.0,1.0
N3003 (B18),0.0,1.0,1.0
N7371 (B17),0.0,1.0,1.0
N7372 (B91),0.0,1.0,1.0
N7373 (B7),0.0,1.0,1.0
N3009 (B54),0.0,1.0,1.0
N3010 (B4),0.0,1.0,1.0
N3011 (B4),0.0,1.0,1.0
N7374 (B12),0.0,1.0,1.0
N7375 (B17),0.0,2.0,2.0
N7376 (B4),0.0,1.0,1.0
N7377 (B3),0.0,1.0,1.0
N7378 (B5),0.0,1.0,1.0
