entity,in_degree,out_degree,total_degree
N431 (B1),2.0,0.0,2.0
N433 (B1),1.0,0.0,1.0
N434 (B1),1.0,0.0,1.0
N435 (B1),1.0,0.0,1.0
N436 (B1),1.0,0.0,1.0
N438 (B1),1.0,0.0,1.0
N439 (B1),1.0,0.0,1.0
N441 (B1),1.0,0.0,1.0
N442 (B1),2.0,0.0,2.0
N443 (B1),1.0,0.0,1.0
N444 (B1),1.0,0.0,1.0
N445 (B1),1.0,0.0,1.0
N448 (B1),1.0,0.0,1.0
N449 (B1),1.0,0.0,1.0
N450 (B1),5.0,0.0,5.0
N452 (B1),1.0,0.0,1.0
N453 (B1),1.0,0.0,1.0
N455 (B1),1.0,0.0,1.0
N456 (B1),2.0,0.0,2.0
N457 (B1),1.0,0.0,1.0
N458 (B1),1.0,0.0,1.0
N460 (B1),1.0,0.0,1.0
N461 (B1),1.0,0.0,1.0
N462 (B1),2.0,0.0,2.0
N463 (B1),1.0,0.0,1.0
N464 (B1),2.0,0.0,2.0
N465 (B1),1.0,0.0,1.0
N466 (B1),1.0,0.0,1.0
N468 (B1),1.0,0.0,1.0
N473 (B1),1.0,0.0,1.0
N475 (B1),2.0,0.0,2.0
N476 (B1),1.0,0.0,1.0
N477 (B1),1.0,0.0,1.0
N478 (B1),1.0,0.0,1.0
N479 (B1),1.0,0.0,1.0
N480 (B1),1.0,0.0,1.0
N481 (B1),1.0,0.0,1.0
N482 (B1),2.0,0.0,2.0
N483 (B1),2.0,0.0,2.0
N484 (B1),1.0,0.0,1.0
N485 (B1),1.0,0.0,1.0
N486 (B1),1.0,0.0,1.0
N487 (B1),2.0,0.0,2.0
N488 (B1),1.0,0.0,1.0
N492 (B1),2.0,0.0,2.0
N493 (B1),2.0,0.0,2.0
N494 (B1),1.0,0.0,1.0
N495 (B1),1.0,0.0,1.0
N496 (B1),1.0,0.0,1.0
N497 (B1),1.0,0.0,1.0
N498 (B1),1.0,0.0,1.0
N499 (B1),2.0,0.0,2.0
N500 (B1),1.0,0.0,1.0
N502 (B1),1.0,0.0,1.0
N503 (B1),1.0,0.0,1.0
N504 (B1),1.0,0.0,1.0
N505 (B1),1.0,0.0,1.0
N507 (B1),1.0,0.0,1.0
N508 (B1),1.0,0.0,1.0
N509 (B1),1.0,0.0,1.0
N510 (B1),1.0,0.0,1.0
N511 (B1),1.0,0.0,1.0
N513 (B1),3.0,0.0,3.0
N514 (B1),1.0,0.0,1.0
N515 (B1),1.0,0.0,1.0
N516 (B1),1.0,0.0,1.0
N518 (B1),1.0,0.0,1.0
N520 (B1),1.0,0.0,1.0
N521 (B1),1.0,0.0,1.0
N522 (B1),1.0,0.0,1.0
N523 (B1),1.0,0.0,1.0
N524 (B1),1.0,0.0,1.0
N525 (B1),1.0,0.0,1.0
N526 (B1),1.0,0.0,1.0
N527 (B1),1.0,0.0,1.0
N528 (B1),1.0,0.0,1.0
N529 (B1),1.0,0.0,1.0
N530 (B1),1.0,0.0,1.0
N531 (B1),1.0,0.0,1.0
N532 (B1),1.0,0.0,1.0
N533 (B1),1.0,0.0,1.0
N534 (B1),1.0,0.0,1.0
N535 (B1),1.0,0.0,1.0
N536 (B1),1.0,0.0,1.0
N537 (B1),1.0,0.0,1.0
N538 (B1),1.0,0.0,1.0
N541 (B1),1.0,0.0,1.0
N542 (B1),1.0,0.0,1.0
N543 (B1),1.0,0.0,1.0
N544 (B1),2.0,0.0,2.0
N545 (B1),22.0,0.0,22.0
N548 (B1),3.0,0.0,3.0
N549 (B1),1.0,0.0,1.0
N550 (B1),5.0,0.0,5.0
N551 (B1),1.0,0.0,1.0
N552 (B1),1.0,0.0,1.0
N554 (B1),1.0,0.0,1.0
N555 (B1),1.0,0.0,1.0
N556 (B1),1.0,0.0,1.0
N557 (B1),1.0,0.0,1.0
N558 (B1),2.0,0.0,2.0
N559 (B1),1.0,0.0,1.0
N560 (B1),1.0,0.0,1.0
N561 (B1),1.0,0.0,1.0
N562 (B1),1.0,0.0,1.0
N564 (B1),1.0,0.0,1.0
N565 (B1),1.0,0.0,1.0
N566 (B1),1.0,0.0,1.0
N567 (B1),1.0,0.0,1.0
N568 (B1),1.0,0.0,1.0
N569 (B1),1.0,0.0,1.0
N570 (B1),1.0,0.0,1.0
N572 (B1),3.0,0.0,3.0
N573 (B1),1.0,0.0,1.0
N575 (B1),1.0,0.0,1.0
N576 (B1),1.0,0.0,1.0
N577 (B1),1.0,0.0,1.0
N579 (B1),1.0,0.0,1.0
N580 (B1),1.0,0.0,1.0
N581 (B1),1.0,0.0,1.0
N582 (B1),3.0,0.0,3.0
N583 (B1),1.0,0.0,1.0
N584 (B1),1.0,0.0,1.0
N585 (B1),3.0,0.0,3.0
N586 (B1),7.0,0.0,7.0
N588 (B1),2.0,0.0,2.0
N590 (B1),1.0,0.0,1.0
N592 (B1),1.0,0.0,1.0
N593 (B1),3.0,0.0,3.0
N594 (B1),1.0,0.0,1.0
N595 (B1),1.0,0.0,1.0
N596 (B1),1.0,0.0,1.0
N598 (B1),1.0,0.0,1.0
N599 (B1),1.0,0.0,1.0
N603 (B1),1.0,0.0,1.0
N606 (B1),1.0,0.0,1.0
N607 (B1),1.0,0.0,1.0
N611 (B1),3.0,0.0,3.0
N612 (B1),1.0,0.0,1.0
N613 (B1),1.0,0.0,1.0
N614 (B1),1.0,0.0,1.0
N615 (B1),2.0,0.0,2.0
N616 (B1),1.0,0.0,1.0
N617 (B1),1.0,0.0,1.0
N618 (B1),1.0,0.0,1.0
N619 (B1),1.0,0.0,1.0
N620 (B1),2.0,0.0,2.0
N621 (B1),1.0,0.0,1.0
N623 (B1),1.0,0.0,1.0
N624 (B1),1.0,0.0,1.0
N625 (B1),1.0,0.0,1.0
N626 (B1),1.0,0.0,1.0
N627 (B1),1.0,0.0,1.0
N628 (B1),1.0,0.0,1.0
N629 (B1),1.0,0.0,1.0
N630 (B1),2.0,0.0,2.0
N631 (B1),1.0,0.0,1.0
N632 (B1),1.0,0.0,1.0
N633 (B1),1.0,0.0,1.0
N636 (B1),1.0,0.0,1.0
N637 (B1),1.0,0.0,1.0
N638 (B1),1.0,0.0,1.0
N639 (B1),1.0,0.0,1.0
N641 (B1),8.0,0.0,8.0
N642 (B1),1.0,0.0,1.0
N643 (B1),1.0,0.0,1.0
N644 (B1),1.0,0.0,1.0
N645 (B1),1.0,0.0,1.0
N646 (B1),2.0,0.0,2.0
N647 (B1),1.0,0.0,1.0
N648 (B1),1.0,0.0,1.0
N649 (B1),1.0,0.0,1.0
N650 (B1),1.0,0.0,1.0
N651 (B1),1.0,0.0,1.0
N652 (B1),1.0,0.0,1.0
N653 (B1),1.0,0.0,1.0
N655 (B1),1.0,0.0,1.0
N658 (B1),3.0,0.0,3.0
N660 (B1),1.0,0.0,1.0
N661 (B1),2.0,0.0,2.0
N662 (B1),2.0,0.0,2.0
N665 (B1),1.0,0.0,1.0
N666 (B1),1.0,0.0,1.0
N667 (B1),1.0,0.0,1.0
N668 (B1),1.0,0.0,1.0
N669 (B1),1.0,0.0,1.0
N670 (B1),1.0,0.0,1.0
N671 (B1),1.0,0.0,1.0
N674 (B1),1.0,0.0,1.0
N675 (B1),1.0,0.0,1.0
N676 (B1),1.0,0.0,1.0
N677 (B1),1.0,0.0,1.0
N678 (B1),1.0,0.0,1.0
N679 (B1),1.0,0.0,1.0
N680 (B1),2.0,0.0,2.0
N681 (B1),1.0,0.0,1.0
N682 (B1),6.0,0.0,6.0
N683 (B1),1.0,0.0,1.0
N684 (B1),4.0,0.0,4.0
N685 (B1),1.0,0.0,1.0
N686 (B1),2.0,0.0,2.0
N687 (B1),1.0,0.0,1.0
N688 (B1),1.0,0.0,1.0
N689 (B1),1.0,0.0,1.0
N690 (B1),1.0,0.0,1.0
N693 (B1),1.0,0.0,1.0
N695 (B1),1.0,0.0,1.0
N696 (B1),1.0,0.0,1.0
N697 (B1),1.0,0.0,1.0
N701 (B1),1.0,0.0,1.0
N703 (B1),1.0,0.0,1.0
N704 (B1),1.0,0.0,1.0
N705 (B1),1.0,0.0,1.0
N707 (B1),1.0,0.0,1.0
N709 (B1),2.0,0.0,2.0
N710 (B1),1.0,0.0,1.0
N711 (B1),1.0,0.0,1.0
N712 (B1),1.0,0.0,1.0
N713 (B1),1.0,0.0,1.0
N714 (B1),1.0,0.0,1.0
N715 (B1),1.0,0.0,1.0
N716 (B1),1.0,0.0,1.0
N717 (B1),1.0,0.0,1.0
N718 (B1),1.0,0.0,1.0
N719 (B1),1.0,0.0,1.0
N720 (B1),2.0,0.0,2.0
N721 (B1),3.0,0.0,3.0
N722 (B1),1.0,0.0,1.0
N724 (B1),1.0,0.0,1.0
N725 (B1),1.0,0.0,1.0
N726 (B1),1.0,0.0,1.0
N728 (B1),1.0,0.0,1.0
N729 (B1),1.0,0.0,1.0
N730 (B1),2.0,0.0,2.0
N731 (B1),3.0,0.0,3.0
N732 (B1),1.0,0.0,1.0
N735 (B1),1.0,0.0,1.0
N737 (B1),1.0,0.0,1.0
N738 (B1),1.0,0.0,1.0
N739 (B1),4.0,0.0,4.0
N740 (B1),1.0,0.0,1.0
N742 (B1),1.0,0.0,1.0
N743 (B1),2.0,0.0,2.0
N747 (B1),1.0,0.0,1.0
N748 (B1),1.0,0.0,1.0
N750 (B1),1.0,0.0,1.0
N751 (B1),1.0,0.0,1.0
N753 (B1),1.0,0.0,1.0
N758 (B1),2.0,0.0,2.0
N759 (B1),2.0,0.0,2.0
N761 (B1),1.0,0.0,1.0
N762 (B1),1.0,0.0,1.0
N763 (B1),3.0,0.0,3.0
N764 (B1),1.0,0.0,1.0
N765 (B1),1.0,0.0,1.0
N766 (B1),1.0,0.0,1.0
N768 (B1),1.0,0.0,1.0
N770 (B1),1.0,0.0,1.0
N772 (B1),1.0,0.0,1.0
N773 (B1),1.0,0.0,1.0
N774 (B1),1.0,0.0,1.0
N775 (B1),1.0,0.0,1.0
N776 (B1),1.0,0.0,1.0
N778 (B1),5.0,0.0,5.0
N779 (B1),1.0,0.0,1.0
N780 (B1),3.0,0.0,3.0
N781 (B1),1.0,0.0,1.0
N782 (B1),1.0,0.0,1.0
N784 (B1),1.0,0.0,1.0
N785 (B1),2.0,0.0,2.0
N786 (B1),1.0,0.0,1.0
N787 (B1),1.0,0.0,1.0
N788 (B1),1.0,0.0,1.0
N789 (B1),1.0,0.0,1.0
N791 (B1),2.0,0.0,2.0
N792 (B1),2.0,0.0,2.0
N794 (B1),1.0,0.0,1.0
N795 (B1),1.0,0.0,1.0
N796 (B1),2.0,0.0,2.0
N797 (B1),1.0,0.0,1.0
N803 (B1),2.0,0.0,2.0
N804 (B1),1.0,0.0,1.0
N806 (B1),1.0,0.0,1.0
N807 (B1),1.0,0.0,1.0
N808 (B1),1.0,0.0,1.0
N810 (B1),1.0,0.0,1.0
N811 (B1),1.0,0.0,1.0
N812 (B1),1.0,0.0,1.0
N813 (B1),1.0,0.0,1.0
N814 (B1),1.0,0.0,1.0
N816 (B1),1.0,0.0,1.0
N817 (B1),1.0,0.0,1.0
N818 (B1),1.0,0.0,1.0
N820 (B1),1.0,0.0,1.0
N823 (B1),1.0,0.0,1.0
N827 (B1),2.0,0.0,2.0
N828 (B1),3.0,0.0,3.0
N831 (B1),1.0,0.0,1.0
N832 (B1),1.0,0.0,1.0
N833 (B1),1.0,0.0,1.0
N834 (B1),2.0,0.0,2.0
N836 (B1),1.0,0.0,1.0
N837 (B1),1.0,0.0,1.0
N838 (B1),2.0,0.0,2.0
N839 (B1),1.0,0.0,1.0
N842 (B1),1.0,0.0,1.0
N844 (B1),1.0,0.0,1.0
N845 (B1),1.0,0.0,1.0
N846 (B1),1.0,0.0,1.0
N848 (B1),1.0,0.0,1.0
N849 (B1),2.0,0.0,2.0
N850 (B1),1.0,0.0,1.0
N851 (B1),1.0,0.0,1.0
N852 (B1),2.0,0.0,2.0
N854 (B1),1.0,0.0,1.0
N855 (B1),2.0,0.0,2.0
N856 (B1),2.0,0.0,2.0
N858 (B1),4.0,0.0,4.0
N859 (B1),2.0,0.0,2.0
N860 (B1),1.0,0.0,1.0
N863 (B1),1.0,0.0,1.0
N864 (B1),1.0,0.0,1.0
N865 (B1),2.0,0.0,2.0
N867 (B1),1.0,0.0,1.0
N868 (B1),1.0,0.0,1.0
N869 (B1),3.0,0.0,3.0
N872 (B1),1.0,0.0,1.0
N873 (B1),1.0,0.0,1.0
N874 (B1),2.0,0.0,2.0
N877 (B1),1.0,0.0,1.0
N878 (B1),1.0,0.0,1.0
N879 (B1),1.0,0.0,1.0
N880 (B1),1.0,0.0,1.0
N883 (B1),1.0,0.0,1.0
N885 (B1),3.0,0.0,3.0
N887 (B1),1.0,0.0,1.0
N890 (B1),1.0,0.0,1.0
N891 (B1),1.0,0.0,1.0
N892 (B1),1.0,0.0,1.0
N893 (B1),1.0,0.0,1.0
N895 (B1),2.0,0.0,2.0
N896 (B1),1.0,0.0,1.0
N897 (B1),2.0,0.0,2.0
N899 (B1),2.0,0.0,2.0
N900 (B1),1.0,0.0,1.0
N901 (B1),1.0,0.0,1.0
N902 (B1),1.0,0.0,1.0
N905 (B1),1.0,0.0,1.0
N906 (B1),1.0,0.0,1.0
N907 (B1),1.0,0.0,1.0
N908 (B1),1.0,0.0,1.0
N911 (B1),2.0,0.0,2.0
N912 (B1),3.0,0.0,3.0
N913 (B1),2.0,0.0,2.0
N914 (B1),1.0,0.0,1.0
N916 (B1),1.0,0.0,1.0
N917 (B1),2.0,0.0,2.0
N918 (B1),2.0,0.0,2.0
N919 (B1),2.0,0.0,2.0
N921 (B1),1.0,0.0,1.0
N922 (B1),1.0,0.0,1.0
N924 (B1),1.0,0.0,1.0
N926 (B1),1.0,0.0,1.0
N927 (B1),1.0,0.0,1.0
N929 (B1),1.0,0.0,1.0
N930 (B1),1.0,0.0,1.0
N931 (B1),2.0,0.0,2.0
N933 (B1),1.0,0.0,1.0
N934 (B1),1.0,0.0,1.0
N935 (B1),2.0,0.0,2.0
N937 (B1),1.0,0.0,1.0
N938 (B1),1.0,0.0,1.0
N939 (B1),1.0,0.0,1.0
N940 (B1),1.0,0.0,1.0
N941 (B1),1.0,0.0,1.0
N943 (B1),1.0,0.0,1.0
N944 (B1),1.0,0.0,1.0
N946 (B1),1.0,0.0,1.0
N947 (B1),1.0,0.0,1.0
N950 (B1),1.0,0.0,1.0
N952 (B1),1.0,0.0,1.0
N953 (B1),1.0,0.0,1.0
N955 (B1),1.0,0.0,1.0
N956 (B1),1.0,0.0,1.0
N957 (B1),1.0,0.0,1.0
N959 (B1),1.0,0.0,1.0
N960 (B1),1.0,0.0,1.0
N962 (B1),1.0,0.0,1.0
N963 (B1),1.0,0.0,1.0
N964 (B1),1.0,0.0,1.0
N965 (B1),1.0,0.0,1.0
N966 (B1),1.0,0.0,1.0
N967 (B1),1.0,0.0,1.0
N968 (B1),1.0,0.0,1.0
N969 (B1),2.0,0.0,2.0
N970 (B1),1.0,0.0,1.0
N972 (B1),1.0,0.0,1.0
N973 (B1),1.0,0.0,1.0
N974 (B1),1.0,0.0,1.0
N975 (B1),1.0,0.0,1.0
N976 (B1),1.0,0.0,1.0
N977 (B1),1.0,0.0,1.0
N979 (B1),1.0,0.0,1.0
N982 (B1),2.0,0.0,2.0
N985 (B1),1.0,0.0,1.0
N986 (B1),2.0,0.0,2.0
N987 (B1),1.0,0.0,1.0
N988 (B1),1.0,0.0,1.0
N989 (B1),1.0,0.0,1.0
N990 (B1),1.0,0.0,1.0
N992 (B1),1.0,0.0,1.0
N993 (B1),1.0,0.0,1.0
N994 (B1),1.0,0.0,1.0
N996 (B1),2.0,0.0,2.0
N997 (B1),1.0,0.0,1.0
N998 (B1),1.0,0.0,1.0
N999 (B1),1.0,0.0,1.0
N1000 (B1),1.0,0.0,1.0
N1001 (B1),1.0,0.0,1.0
N1002 (B1),1.0,0.0,1.0
N1006 (B1),1.0,0.0,1.0
N1007 (B1),1.0,0.0,1.0
N1008 (B1),2.0,0.0,2.0
N1009 (B1),1.0,0.0,1.0
N1010 (B1),1.0,0.0,1.0
N1011 (B1),1.0,0.0,1.0
N1012 (B1),1.0,0.0,1.0
N1013 (B1),1.0,0.0,1.0
N1014 (B1),1.0,0.0,1.0
N1015 (B1),1.0,0.0,1.0
N1017 (B1),1.0,0.0,1.0
N1018 (B1),1.0,0.0,1.0
N1019 (B1),1.0,0.0,1.0
N1020 (B1),2.0,0.0,2.0
N1021 (B1),2.0,0.0,2.0
N1022 (B1),2.0,0.0,2.0
N1025 (B1),1.0,0.0,1.0
N1026 (B1),1.0,0.0,1.0
N1027 (B1),1.0,0.0,1.0
N1028 (B1),1.0,0.0,1.0
N1029 (B1),3.0,0.0,3.0
N1030 (B1),1.0,0.0,1.0
N1031 (B1),1.0,0.0,1.0
N1033 (B1),1.0,0.0,1.0
N1035 (B1),3.0,0.0,3.0
N1037 (B1),1.0,0.0,1.0
N1038 (B1),1.0,0.0,1.0
N1039 (B1),1.0,0.0,1.0
N1040 (B1),1.0,0.0,1.0
N1041 (B1),1.0,0.0,1.0
N1046 (B1),3.0,0.0,3.0
N1047 (B1),1.0,0.0,1.0
N1048 (B1),1.0,0.0,1.0
N1049 (B1),2.0,0.0,2.0
N1050 (B1),4.0,0.0,4.0
N1051 (B1),1.0,0.0,1.0
N1052 (B1),3.0,0.0,3.0
N1053 (B1),1.0,0.0,1.0
N1054 (B1),1.0,0.0,1.0
N1055 (B1),1.0,0.0,1.0
N1056 (B1),2.0,0.0,2.0
N1058 (B1),1.0,0.0,1.0
N1060 (B1),1.0,0.0,1.0
N1061 (B1),1.0,0.0,1.0
N1062 (B1),1.0,0.0,1.0
N1063 (B1),1.0,0.0,1.0
N1064 (B1),1.0,0.0,1.0
N1065 (B1),1.0,0.0,1.0
N1066 (B1),2.0,0.0,2.0
N1067 (B1),1.0,0.0,1.0
N1068 (B1),1.0,0.0,1.0
N1069 (B1),1.0,0.0,1.0
N1070 (B1),1.0,0.0,1.0
N1071 (B1),1.0,0.0,1.0
N1072 (B1),1.0,0.0,1.0
N1073 (B1),2.0,0.0,2.0
N1074 (B1),2.0,0.0,2.0
N1075 (B1),1.0,0.0,1.0
N1076 (B1),1.0,0.0,1.0
N1077 (B1),1.0,0.0,1.0
N1078 (B1),1.0,0.0,1.0
N1079 (B1),1.0,0.0,1.0
N1080 (B1),2.0,0.0,2.0
N1081 (B1),3.0,0.0,3.0
N1082 (B1),1.0,0.0,1.0
N1083 (B1),1.0,0.0,1.0
N1084 (B1),1.0,0.0,1.0
N1085 (B1),2.0,0.0,2.0
N1086 (B1),1.0,0.0,1.0
N1087 (B1),1.0,0.0,1.0
N1088 (B1),1.0,0.0,1.0
N1091 (B1),1.0,0.0,1.0
N1092 (B1),1.0,0.0,1.0
N1094 (B1),1.0,0.0,1.0
N1099 (B1),3.0,0.0,3.0
N1100 (B1),10.0,0.0,10.0
N1101 (B1),5.0,0.0,5.0
N1102 (B1),4.0,0.0,4.0
N1103 (B1),1.0,0.0,1.0
N1104 (B1),1.0,0.0,1.0
N1105 (B1),1.0,0.0,1.0
N1106 (B1),1.0,0.0,1.0
N1107 (B1),1.0,0.0,1.0
N1109 (B1),3.0,0.0,3.0
N1110 (B1),1.0,0.0,1.0
N1111 (B1),1.0,0.0,1.0
N1112 (B1),1.0,0.0,1.0
N1113 (B1),1.0,0.0,1.0
N1114 (B1),1.0,0.0,1.0
N1116 (B1),1.0,0.0,1.0
N1119 (B1),1.0,0.0,1.0
N1120 (B1),2.0,0.0,2.0
N1121 (B1),2.0,0.0,2.0
N1123 (B1),2.0,0.0,2.0
N1124 (B1),1.0,0.0,1.0
N1125 (B1),1.0,0.0,1.0
N1126 (B1),1.0,0.0,1.0
N1127 (B1),1.0,0.0,1.0
N1128 (B1),2.0,0.0,2.0
N1129 (B1),1.0,0.0,1.0
N1131 (B1),2.0,0.0,2.0
N1132 (B1),1.0,0.0,1.0
N1134 (B1),1.0,0.0,1.0
N1135 (B1),1.0,0.0,1.0
N1136 (B1),1.0,0.0,1.0
N1140 (B1),1.0,0.0,1.0
N1144 (B1),1.0,0.0,1.0
N1145 (B1),1.0,0.0,1.0
N1146 (B1),1.0,0.0,1.0
N1147 (B1),2.0,0.0,2.0
N1148 (B1),1.0,0.0,1.0
N1151 (B1),2.0,0.0,2.0
N1152 (B1),1.0,0.0,1.0
N1154 (B1),1.0,0.0,1.0
N1155 (B1),6.0,0.0,6.0
N1156 (B1),1.0,0.0,1.0
N1159 (B1),1.0,0.0,1.0
N1163 (B1),6.0,0.0,6.0
N1164 (B1),1.0,0.0,1.0
N1165 (B1),1.0,0.0,1.0
N1166 (B1),2.0,0.0,2.0
N1167 (B1),2.0,0.0,2.0
N1168 (B1),1.0,0.0,1.0
N1169 (B1),2.0,0.0,2.0
N1170 (B1),1.0,0.0,1.0
N1171 (B1),1.0,0.0,1.0
N1173 (B1),1.0,0.0,1.0
N1174 (B1),1.0,0.0,1.0
N1175 (B1),1.0,0.0,1.0
N1179 (B1),2.0,0.0,2.0
N1180 (B1),1.0,0.0,1.0
N1181 (B1),2.0,0.0,2.0
N1182 (B1),1.0,0.0,1.0
N1183 (B1),2.0,0.0,2.0
N1184 (B1),1.0,0.0,1.0
N1185 (B1),2.0,0.0,2.0
N1186 (B1),1.0,0.0,1.0
N1187 (B1),1.0,0.0,1.0
N1188 (B1),1.0,0.0,1.0
N1189 (B1),1.0,0.0,1.0
N1190 (B1),1.0,0.0,1.0
N1192 (B1),1.0,0.0,1.0
N1193 (B1),2.0,0.0,2.0
N1194 (B1),1.0,0.0,1.0
N1196 (B1),3.0,0.0,3.0
N1197 (B1),2.0,0.0,2.0
N1198 (B1),1.0,0.0,1.0
N1200 (B1),3.0,0.0,3.0
N1202 (B1),1.0,0.0,1.0
N1203 (B1),2.0,0.0,2.0
N1204 (B1),1.0,0.0,1.0
N1206 (B1),1.0,0.0,1.0
N1208 (B1),1.0,0.0,1.0
N1209 (B1),1.0,0.0,1.0
N1210 (B1),1.0,0.0,1.0
N1211 (B1),3.0,0.0,3.0
N1212 (B1),1.0,0.0,1.0
N1213 (B1),2.0,0.0,2.0
N1214 (B1),1.0,0.0,1.0
N1216 (B1),1.0,0.0,1.0
N1217 (B1),1.0,0.0,1.0
N1222 (B1),1.0,0.0,1.0
N1223 (B1),1.0,0.0,1.0
N1225 (B1),2.0,0.0,2.0
N1227 (B1),5.0,0.0,5.0
N1228 (B1),1.0,0.0,1.0
N1231 (B1),1.0,0.0,1.0
N1232 (B1),1.0,0.0,1.0
N1235 (B1),1.0,0.0,1.0
N1236 (B1),1.0,0.0,1.0
N1237 (B1),1.0,0.0,1.0
N1240 (B1),1.0,0.0,1.0
N1241 (B1),1.0,0.0,1.0
N1242 (B1),3.0,0.0,3.0
N1244 (B1),3.0,0.0,3.0
N1245 (B1),1.0,0.0,1.0
N1246 (B1),1.0,0.0,1.0
N1247 (B1),1.0,0.0,1.0
N1249 (B1),5.0,0.0,5.0
N1251 (B1),1.0,0.0,1.0
N1252 (B1),1.0,0.0,1.0
N1253 (B1),3.0,0.0,3.0
N1254 (B1),1.0,0.0,1.0
N1255 (B1),1.0,0.0,1.0
N1256 (B1),1.0,0.0,1.0
N1258 (B1),1.0,0.0,1.0
N1259 (B1),1.0,0.0,1.0
N1260 (B1),5.0,0.0,5.0
N1261 (B1),1.0,0.0,1.0
N1262 (B1),2.0,0.0,2.0
N1263 (B1),1.0,0.0,1.0
N1265 (B1),2.0,0.0,2.0
N1266 (B1),1.0,0.0,1.0
N1267 (B1),1.0,0.0,1.0
N1268 (B1),1.0,0.0,1.0
N1270 (B1),1.0,0.0,1.0
N1271 (B1),1.0,0.0,1.0
N1272 (B1),1.0,0.0,1.0
N1273 (B1),1.0,0.0,1.0
N1274 (B1),1.0,0.0,1.0
N1275 (B1),1.0,0.0,1.0
N1276 (B1),1.0,0.0,1.0
N1277 (B1),1.0,0.0,1.0
N1278 (B1),1.0,0.0,1.0
N1280 (B1),1.0,0.0,1.0
N1281 (B1),1.0,0.0,1.0
N1283 (B1),1.0,0.0,1.0
N1284 (B1),1.0,0.0,1.0
N1285 (B1),1.0,0.0,1.0
N1287 (B1),1.0,0.0,1.0
N1288 (B1),2.0,0.0,2.0
N1290 (B1),1.0,0.0,1.0
N1291 (B1),5.0,0.0,5.0
N1293 (B1),1.0,0.0,1.0
N1296 (B1),1.0,0.0,1.0
N1298 (B1),1.0,0.0,1.0
N1300 (B1),1.0,0.0,1.0
N1301 (B1),1.0,0.0,1.0
N1303 (B1),1.0,0.0,1.0
N1304 (B1),2.0,0.0,2.0
N1305 (B1),2.0,0.0,2.0
N1306 (B1),1.0,0.0,1.0
N1308 (B1),2.0,0.0,2.0
N1309 (B1),1.0,0.0,1.0
N1310 (B1),1.0,0.0,1.0
N1311 (B1),1.0,0.0,1.0
N1312 (B1),1.0,0.0,1.0
N1313 (B1),1.0,0.0,1.0
N1315 (B1),1.0,0.0,1.0
N1316 (B1),1.0,0.0,1.0
N1318 (B1),4.0,0.0,4.0
N1320 (B1),1.0,0.0,1.0
N1321 (B1),1.0,0.0,1.0
N1322 (B1),1.0,0.0,1.0
N1323 (B1),1.0,0.0,1.0
N1325 (B1),3.0,0.0,3.0
N1330 (B1),1.0,0.0,1.0
N1331 (B1),1.0,0.0,1.0
N1332 (B1),1.0,0.0,1.0
N1334 (B1),1.0,0.0,1.0
N1335 (B1),1.0,0.0,1.0
N1336 (B1),1.0,0.0,1.0
N1337 (B1),2.0,0.0,2.0
N1338 (B1),2.0,0.0,2.0
N1339 (B1),2.0,0.0,2.0
N1340 (B1),3.0,0.0,3.0
N1342 (B1),1.0,0.0,1.0
N1346 (B1),1.0,0.0,1.0
N1347 (B1),1.0,0.0,1.0
N1349 (B1),1.0,0.0,1.0
N1350 (B1),1.0,0.0,1.0
N1351 (B1),6.0,0.0,6.0
N1352 (B1),4.0,0.0,4.0
N1353 (B1),1.0,0.0,1.0
N1354 (B1),1.0,0.0,1.0
N1355 (B1),1.0,0.0,1.0
N1356 (B1),1.0,0.0,1.0
N1357 (B1),1.0,0.0,1.0
N1358 (B1),1.0,0.0,1.0
N1359 (B1),1.0,0.0,1.0
N1360 (B1),1.0,0.0,1.0
N1361 (B1),1.0,0.0,1.0
N1362 (B1),1.0,0.0,1.0
N1365 (B1),1.0,0.0,1.0
N1366 (B1),1.0,0.0,1.0
N1367 (B1),1.0,0.0,1.0
N1368 (B1),1.0,0.0,1.0
N1370 (B1),1.0,0.0,1.0
N1371 (B1),1.0,0.0,1.0
N1372 (B1),1.0,0.0,1.0
N1374 (B1),1.0,0.0,1.0
N1375 (B1),1.0,0.0,1.0
N1376 (B1),1.0,0.0,1.0
N1377 (B1),1.0,0.0,1.0
N1378 (B1),1.0,0.0,1.0
N1379 (B1),1.0,0.0,1.0
N1380 (B1),1.0,0.0,1.0
N1381 (B1),1.0,0.0,1.0
N1382 (B1),1.0,0.0,1.0
N1383 (B1),1.0,0.0,1.0
N1385 (B1),1.0,0.0,1.0
N1386 (B1),1.0,0.0,1.0
N1387 (B1),1.0,0.0,1.0
N1388 (B1),1.0,0.0,1.0
N1389 (B1),1.0,0.0,1.0
N1390 (B1),1.0,0.0,1.0
N1393 (B1),1.0,0.0,1.0
N1395 (B1),1.0,0.0,1.0
N1397 (B1),1.0,0.0,1.0
N1398 (B1),2.0,0.0,2.0
N1399 (B1),1.0,0.0,1.0
N1400 (B1),1.0,0.0,1.0
N1402 (B1),21.0,0.0,21.0
N1403 (B1),1.0,0.0,1.0
N1404 (B1),1.0,0.0,1.0
N1405 (B1),4.0,0.0,4.0
N1406 (B1),1.0,0.0,1.0
N1407 (B1),1.0,0.0,1.0
N1408 (B1),1.0,0.0,1.0
